Type,Chip,Disp,Electrolyte,Measure,Sweep,VGSmin [V],IDSmin [A],IDSmax [A],Ronoff,Res [ohm],IDS(-0.6V) [A],IDS(+0.6V) [A],VGS min |gm| [V],min |gm| [S],VGS min gm [V],min gm [S],VGS max gm [V],max gm [S]
Standard,1,3,MgCl2,410,17,0.1,4.757463e-06,8.703627e-06,1.8294681429997457,20582.751201672472,8.703627e-06,6.726237e-06,0.1,5.3324999999983095e-08,-0.6,-2.0049199999999964e-05,0.6,6.8109999999999616e-06
Standard,1,3,MgCl2,410,18,0.1,4.75571e-06,8.71406e-06,1.8323362862748152,20556.98323804144,8.71406e-06,6.707763e-06,0.1,1.2482499999999757e-07,-0.6,-1.9370150000000013e-05,0.6,6.869499999999988e-06
Standard,1,3,MgCl2,410,19,0.1,4.756747e-06,8.741183e-06,1.8376388317478312,20542.220116872908,8.741183e-06,6.688633e-06,0.1,1.411749999999894e-07,-0.6,-1.9438150000000027e-05,0.6,6.8885000000000044e-06
Standard,1,3,MgCl2,410,20,0.12,4.756243e-06,8.77176e-06,1.84426237263319,20512.74898118304,8.77176e-06,6.669873e-06,0.12,1.81849999999982e-07,-0.6,-2.0072999999999986e-05,0.6,6.809149999999985e-06
Standard,1,3,MgCl2,410,21,0.12,4.759183e-06,8.781573e-06,1.8451849823803792,20452.867389743707,8.781573e-06,6.655463e-06,0.12,1.13749999999975e-07,-0.6,-1.8633799999999984e-05,0.6,6.865149999999963e-06
Standard,1,3,MgCl2,410,22,0.12,4.752103e-06,8.78507e-06,1.848669946758309,20426.60139958988,8.78507e-06,6.636803e-06,0.12,8.42500000000255e-08,-0.6,-1.826649999999999e-05,0.6,6.811299999999991e-06
Standard,1,3,MgCl2,410,23,0.12,4.756447e-06,8.81369e-06,1.8529986773740983,20405.206592514147,8.81369e-06,6.621953e-06,0.12,7.475000000001145e-08,-0.6,-1.8788849999999955e-05,0.6,6.818800000000008e-06
Standard,1,3,MgCl2,410,24,0.12,4.75832e-06,8.83003e-06,1.8557032734242336,20364.91068866593,8.83003e-06,6.60684e-06,0.12,8.492500000001175e-08,-0.6,-1.851465000000005e-05,0.6,6.77749999999999e-06
Standard,1,3,MgCl2,410,25,0.12,4.759113e-06,8.830893e-06,1.855575398188696,20333.97744595889,8.830893e-06,6.588647e-06,0.12,1.784250000000067e-07,-0.6,-1.7545e-05,0.6,6.885200000000019e-06
Standard,1,3,MgCl2,410,26,0.14,4.755697e-06,8.844887e-06,1.8598508273340373,20334.696910325816,8.844887e-06,6.574273e-06,0.12,1.750750000000163e-07,-0.6,-1.6964700000000014e-05,0.6,6.854799999999985e-06
Standard,1,3,MgCl2,410,27,0.14,4.757047e-06,8.855713e-06,1.8615988027866868,20284.428252963047,8.855713e-06,6.558453e-06,0.14,1.486500000000312e-07,-0.6,-1.6847999999999948e-05,0.6,6.781149999999974e-06
Standard,1,3,MgCl2,410,28,0.14,4.757707e-06,8.870807e-06,1.8645130942279549,20248.296763896964,8.870807e-06,6.546017e-06,0.14,4.232499999999963e-08,-0.6,-1.5879700000000007e-05,0.6,6.746850000000023e-06
Standard,1,3,MgCl2,410,29,0.14,4.753223e-06,8.873533e-06,1.8668455067224912,20231.611488318267,8.873533e-06,6.53284e-06,0.14,7.267499999999503e-08,-0.6,-1.5501149999999986e-05,0.6,6.776349999999969e-06
Standard,1,3,MgCl2,410,30,0.14,4.75772e-06,8.892927e-06,1.8691572854224288,20196.797595773216,8.892927e-06,6.51848e-06,0.14,3.500000000000898e-08,-0.6,-1.5562199999999988e-05,0.6,6.781499999999973e-06
Standard,1,3,MgCl2,410,31,0.14,4.756657e-06,8.922823e-06,1.8758600840884685,20176.532553927333,8.922823e-06,6.504197e-06,0.14,8.767499999998726e-08,-0.6,-1.646599999999999e-05,0.6,6.807699999999976e-06
Standard,1,3,MgCl2,410,32,0.14,4.753317e-06,8.937363e-06,1.8802371060040808,20170.83486883814,8.937363e-06,6.493417e-06,0.14,9.634999999996393e-08,-0.6,-1.6457150000000033e-05,0.6,6.773700000000012e-06
Standard,1,3,MgCl2,410,33,0.14,4.753067e-06,8.92307e-06,1.8773288910086896,20136.497260328862,8.92307e-06,6.48129e-06,0.14,1.938999999999847e-07,-0.6,-1.4439650000000012e-05,0.6,6.779999999999995e-06
Standard,1,3,MgCl2,410,34,0.16,4.75111e-06,8.945033e-06,1.882724879028269,20117.190682602435,8.945033e-06,6.467993e-06,0.16,2.1767500000001482e-07,-0.6,-1.5196500000000037e-05,0.6,6.794649999999987e-06
Standard,1,3,MgCl2,410,35,0.16,4.751593e-06,8.956277e-06,1.884899864108732,20080.37370378678,8.956277e-06,6.455683e-06,0.16,1.2032500000000806e-07,-0.6,-1.4313199999999945e-05,0.6,6.7741499999999926e-06
Standard,1,3,MgCl2,410,36,0.16,4.752213e-06,8.96797e-06,1.8871144875029804,20072.35280291338,8.96797e-06,6.443357e-06,0.16,1.0824999999998325e-07,-0.6,-1.3602000000000049e-05,0.6,6.729849999999977e-06
Standard,1,3,MgCl2,410,37,0.16,4.753457e-06,8.987187e-06,1.890663363526797,20036.574763573422,8.987187e-06,6.432043e-06,0.16,2.115000000000233e-08,-0.6,-1.4063349999999985e-05,0.6,6.709999999999969e-06
Standard,1,3,MgCl2,410,38,0.16,4.75172e-06,8.99209e-06,1.8923863358952129,20020.248479311977,8.99209e-06,6.420307e-06,0.16,3.000000000006578e-09,-0.6,-1.3568000000000042e-05,0.6,6.716000000000007e-06
Standard,1,3,MgCl2,410,39,0.16,4.749067e-06,9.013087e-06,1.8978647805979567,20008.64373409313,9.013087e-06,6.41028e-06,0.16,8.607499999999732e-08,-0.6,-1.4099000000000003e-05,0.6,6.769349999999987e-06
Standard,1,3,MgCl2,410,40,0.16,4.748087e-06,9.014683e-06,1.89859263320154,19969.155642195063,9.014683e-06,6.39857e-06,0.16,5.650000000000869e-08,-0.6,-1.2875000000000011e-05,0.6,6.721849999999968e-06
Standard,1,3,MgCl2,410,41,0.16,4.74788e-06,9.022337e-06,1.9002874967353849,19959.81291268161,9.022337e-06,6.38665e-06,0.16,1.1249999999999597e-07,-0.6,-1.255549999999994e-05,0.6,6.602649999999981e-06
Standard,1,3,MgCl2,410,42,0.16,4.7461e-06,9.032903e-06,1.9032264385495457,19951.58548266776,9.032903e-06,6.375613e-06,0.16,1.3732500000000465e-07,-0.6,-1.2411299999999982e-05,0.6,6.65550000000001e-06
Standard,1,3,MgCl2,410,43,0.18,4.746497e-06,9.03599e-06,1.9037176258617672,19918.49352449776,9.03599e-06,6.36612e-06,0.18,2.064249999999732e-07,-0.6,-1.168199999999999e-05,0.6,6.748849999999993e-06
Standard,1,3,MgCl2,410,44,0.18,4.745847e-06,9.044833e-06,1.905841675890521,19904.815173838702,9.044833e-06,6.35533e-06,0.18,1.7724999999999902e-07,-0.6,-1.146414999999998e-05,0.6,6.638350000000013e-06
Standard,1,3,MgCl2,410,45,0.18,4.744273e-06,9.061503e-06,1.90998768409828,19898.1097392691,9.061503e-06,6.345793e-06,0.18,1.564249999999991e-07,-0.6,-1.1681799999999945e-05,0.6,6.663650000000013e-06
Standard,1,3,MgCl2,410,46,0.18,4.747277e-06,9.066053e-06,1.9097375190029988,19851.983610202333,9.066053e-06,6.33649e-06,0.18,1.1065000000000209e-07,-0.6,-1.0650499999999914e-05,0.6,6.735850000000015e-06
Standard,1,3,MgCl2,410,47,0.18,4.73904e-06,9.06857e-06,1.9135879840642829,19845.02228298327,9.06857e-06,6.326417e-06,0.18,6.499999999980371e-09,-0.6,-1.0532150000000004e-05,0.6,6.612349999999973e-06
Standard,1,3,MgCl2,410,48,0.18,4.741597e-06,9.080207e-06,1.9150102802916404,19837.63687721475,9.080207e-06,6.317403e-06,0.18,7.1749999999937115e-09,-0.6,-1.060799999999999e-05,0.6,6.6864999999999766e-06
Standard,1,3,MgCl2,410,49,0.18,4.740937e-06,9.098387e-06,1.9191115595925448,19810.873514902632,9.098387e-06,6.31052e-06,0.18,6.425000000009006e-09,-0.6,-1.087649999999997e-05,0.6,6.696149999999957e-06
Standard,1,3,MgCl2,410,50,0.18,4.737703e-06,9.10667e-06,1.9221698785255217,19803.50957796741,9.10667e-06,6.298277e-06,0.18,3.3750000000016406e-08,-0.6,-1.0735350000000024e-05,0.6,6.682999999999986e-06
Standard,1,3,MgCl2,410,51,0.18,4.735507e-06,9.11729e-06,1.925303879816881,19793.86667247287,9.11729e-06,6.289453e-06,0.18,5.1825000000000135e-08,-0.6,-1.0755999999999924e-05,0.6,6.693150000000001e-06
Standard,1,3,MgCl2,410,52,0.18,4.73738e-06,9.11576e-06,1.9242197163833168,19782.029727247354,9.11576e-06,6.280667e-06,0.18,1.1400000000000602e-07,-0.6,-9.702150000000047e-06,0.6,6.659499999999994e-06
Standard,1,3,MgCl2,410,53,0.18,4.72998e-06,9.14457e-06,1.9333210711250368,19768.3817780592,9.14457e-06,6.270863e-06,0.18,5.532500000000103e-08,-0.6,-1.1436350000000018e-05,0.6,6.630299999999992e-06
Standard,1,3,MgCl2,410,54,0.18,4.736257e-06,9.133607e-06,1.9284441279263351,19744.40083345065,9.133607e-06,6.26274e-06,0.18,1.3242500000001426e-07,-0.46,-9.567150000000007e-06,0.6,6.579649999999981e-06
Standard,1,3,MgCl2,410,55,0.18,4.73091e-06,9.130423e-06,1.929950686020237,19724.204340390064,9.130423e-06,6.25518e-06,0.18,2.071500000000307e-07,-0.46,-9.518349999999983e-06,0.6,6.613649999999988e-06
Standard,1,3,MgCl2,410,56,0.18,4.729887e-06,9.14222e-06,1.9328622438548744,19722.6871845726,9.14222e-06,6.24526e-06,0.18,1.6407500000001926e-07,-0.46,-9.525074999999972e-06,0.6,6.5916499999999736e-06
Standard,1,3,MgCl2,410,57,0.2,4.729303e-06,9.14678e-06,1.9340651254529475,19717.305109719902,9.14678e-06,6.23633e-06,0.2,1.5617500000000874e-07,-0.46,-9.55690000000001e-06,0.6,6.600150000000018e-06
Standard,1,3,MgCl2,410,58,0.2,4.72971e-06,9.159587e-06,1.9366064727012864,19693.46336533325,9.159587e-06,6.2313e-06,0.2,1.6850000000002388e-07,-0.46,-9.667600000000002e-06,0.6,6.588349999999988e-06
Standard,1,3,MgCl2,410,59,0.2,4.724797e-06,9.164177e-06,1.939591690394317,19693.412947237408,9.164177e-06,6.221237e-06,0.2,1.302500000000044e-07,-0.46,-9.574099999999994e-06,0.6,6.548199999999992e-06
Standard,1,3,MgCl2,410,60,0.2,4.72552e-06,9.169463e-06,1.94041354179011,19685.853155346973,9.169463e-06,6.214923e-06,0.2,8.475000000001981e-08,-0.46,-9.625999999999992e-06,0.6,6.632300000000005e-06
Standard,1,3,MgCl2,410,61,0.2,4.7225e-06,9.18254e-06,1.944423504499736,19657.151753408107,9.18254e-06,6.2031e-06,0.2,8.300000000001936e-08,-0.46,-9.61589999999999e-06,0.6,6.568999999999973e-06
Standard,1,3,MgCl2,410,62,0.2,4.722997e-06,9.19051e-06,1.9459063810542327,19662.44690893554,9.19051e-06,6.197757e-06,0.2,4.1575000000014936e-08,-0.46,-9.679600000000028e-06,0.6,6.518350000000004e-06
Standard,1,3,MgCl2,410,63,0.2,4.720903e-06,9.194993e-06,1.9477191122122188,19637.580595085463,9.194993e-06,6.191053e-06,0.2,6.617500000001466e-08,-0.46,-9.693175000000024e-06,0.6,6.540649999999963e-06
Standard,1,3,MgCl2,410,64,0.2,4.71487e-06,9.212907e-06,1.954010821083084,19628.637947221345,9.212907e-06,6.182263e-06,0.2,6.642500000000504e-08,-0.46,-9.670849999999972e-06,0.6,6.560149999999972e-06
Standard,1,3,MgCl2,410,65,0.2,4.719133e-06,9.216843e-06,1.9530797288400223,19615.831780903714,9.216843e-06,6.175027e-06,0.2,3.9574999999969886e-08,-0.46,-9.72350000000001e-06,0.6,6.537699999999977e-06
Standard,1,3,MgCl2,410,66,0.2,4.716533e-06,9.20822e-06,1.952328118980616,19601.88570140448,9.20822e-06,6.169097e-06,0.2,9.117500000000173e-08,-0.46,-9.787325000000036e-06,0.6,6.4621999999999896e-06
Standard,1,3,MgCl2,410,67,0.2,4.714943e-06,9.21075e-06,1.9535230860691213,19600.42572124667,9.21075e-06,6.16167e-06,0.2,2.2000000000007585e-08,-0.46,-9.751424999999993e-06,0.6,6.478350000000001e-06
Standard,1,3,MgCl2,410,68,0.2,4.713577e-06,9.22896e-06,1.9579525273481264,19590.33859353515,9.22896e-06,6.153813e-06,0.2,7.124999999998346e-08,-0.46,-9.740925000000016e-06,0.6,6.548800000000008e-06
Standard,1,3,MgCl2,410,69,0.2,4.71085e-06,9.22925e-06,1.9591474999203968,19580.277178403736,9.22925e-06,6.146007e-06,0.22,1.674250000000097e-07,-0.46,-9.791400000000016e-06,0.6,6.483700000000011e-06
Standard,1,3,MgCl2,410,70,0.2,4.71453e-06,9.231533e-06,1.9581025043853788,19567.39234950181,9.231533e-06,6.13883e-06,0.2,1.1749999999999337e-07,-0.46,-9.876149999999995e-06,0.6,6.516149999999986e-06
Standard,1,3,MgCl2,410,71,0.2,4.71101e-06,9.238177e-06,1.9609758841522305,19538.85565220993,9.238177e-06,6.134787e-06,0.2,1.2957499999999105e-07,-0.46,-9.749599999999992e-06,0.6,6.531500000000018e-06
Standard,1,3,MgCl2,410,72,0.2,4.70698e-06,9.242903e-06,1.963658864069956,19559.6076107998,9.242903e-06,6.126737e-06,0.2,1.2414999999998426e-07,-0.46,-9.907100000000004e-06,0.6,6.522199999999994e-06
Standard,1,3,MgCl2,410,73,0.22,4.710193e-06,9.239373e-06,1.961569939915413,19541.1236106994,9.239373e-06,6.118907e-06,0.22,1.7785000000000037e-07,-0.46,-9.929499999999972e-06,0.6,6.487499999999989e-06
Standard,1,3,MgCl2,410,74,0.22,4.711153e-06,9.242887e-06,1.9619161169250927,19523.57403231893,9.242887e-06,6.114197e-06,0.22,1.7710000000000208e-07,-0.46,-9.985150000000033e-06,0.6,6.510849999999988e-06
Standard,1,3,MgCl2,410,75,0.22,4.70587e-06,9.255767e-06,1.9668556504960828,19540.87922622808,9.255767e-06,6.10589e-06,0.22,2.0917500000000298e-07,-0.46,-9.915000000000016e-06,0.6,6.457350000000015e-06
Standard,1,3,MgCl2,410,76,0.22,4.705557e-06,9.255613e-06,1.9669537527650816,19522.224783971946,9.255613e-06,6.10301e-06,0.22,1.779999999999973e-07,-0.46,-9.935249999999984e-06,0.6,6.491349999999979e-06
Standard,1,3,MgCl2,410,77,0.22,4.700073e-06,9.26414e-06,1.9710630026384697,19509.922453911226,9.26414e-06,6.095933e-06,0.22,1.8417500000000243e-07,-0.46,-9.970499999999995e-06,0.6,6.515150000000001e-06
Standard,1,3,MgCl2,410,78,0.22,4.702827e-06,9.231137e-06,1.9628910440464853,19502.289861364075,9.187543e-06,6.089563e-06,0.22,1.1082500000002108e-07,-0.46,-1.003315e-05,0.6,6.490649999999981e-06
Standard,1,3,MgCl2,410,79,0.22,4.70089e-06,9.275233e-06,1.9730802039613773,19489.556813324933,9.275233e-06,6.08353e-06,0.22,1.51924999999996e-07,-0.46,-1.0086250000000027e-05,0.6,6.533349999999995e-06
Standard,1,3,MgCl2,410,80,0.22,4.699393e-06,9.268217e-06,1.97221577339882,19486.71980045599,9.268217e-06,6.07615e-06,0.22,1.1249999999999597e-07,-0.46,-1.0005350000000007e-05,0.6,6.500850000000008e-06
Standard,1,3,MgCl2,410,81,0.22,4.69911e-06,9.277907e-06,1.9743966410660745,19482.6309422755,9.277907e-06,6.070933e-06,0.22,9.192499999999997e-08,-0.46,-1.0050999999999987e-05,0.6,6.47029999999998e-06
Standard,1,3,MgCl2,410,82,0.22,4.69174e-06,9.280887e-06,1.9781332725172327,19474.5000895827,9.280887e-06,6.064137e-06,0.22,9.865000000000289e-08,-0.46,-1.0014750000000016e-05,0.6,6.450199999999955e-06
Standard,1,3,MgCl2,410,83,0.22,4.69485e-06,9.294297e-06,1.9796792229783704,19476.63553586165,9.294297e-06,6.0573e-06,0.22,1.1749999999941061e-09,-0.46,-1.0115424999999976e-05,0.6,6.430849999999982e-06
Standard,1,3,MgCl2,410,84,0.22,4.694117e-06,9.29154e-06,1.9794010247294644,19456.804920236827,9.29154e-06,6.051353e-06,0.22,9.674999999992415e-09,-0.46,-1.016075000000001e-05,0.6,6.429799999999985e-06
Standard,1,3,MgCl2,410,85,0.22,4.690967e-06,9.293727e-06,1.981196414300079,19465.17485566573,9.293727e-06,6.046753e-06,0.22,1.2400000000000085e-08,-0.46,-1.0142675000000026e-05,0.6,6.401499999999987e-06
Standard,1,3,MgCl2,410,86,0.22,4.69127e-06,9.301553e-06,1.9827366576641288,19448.65778005629,9.301553e-06,6.040397e-06,0.22,2.0250000000007133e-08,-0.46,-1.0183574999999988e-05,0.6,6.450199999999997e-06
Standard,1,3,MgCl2,410,87,0.22,4.687377e-06,9.302077e-06,1.9844951664865025,19444.14252012032,9.302077e-06,6.03432e-06,0.22,3.5674999999995216e-08,-0.46,-1.018542500000002e-05,0.6,6.380999999999993e-06
Standard,1,3,MgCl2,410,88,0.22,4.687247e-06,9.303787e-06,1.98491502581366,19446.259968882096,9.303787e-06,6.029143e-06,0.22,5.10999999999833e-08,-0.46,-1.0178925000000027e-05,0.6,6.352149999999991e-06
Standard,1,3,MgCl2,410,89,0.22,4.68824e-06,9.32077e-06,1.9881170759176152,19430.08830780835,9.310927e-06,6.024833e-06,0.22,6.85000000000079e-08,-0.46,-1.0282249999999998e-05,0.6,6.420999999999996e-06
Standard,1,3,MgCl2,410,90,0.22,4.684633e-06,9.304403e-06,1.9861540914731208,19450.901062991743,9.304403e-06,6.01911e-06,0.22,9.457499999999564e-08,-0.46,-1.0264600000000024e-05,0.6,6.443999999999995e-06
Standard,1,3,MgCl2,410,91,0.22,4.68496e-06,9.311253e-06,1.987477587855606,19422.216257443808,9.311253e-06,6.017237e-06,0.22,1.2957500000001818e-07,-0.46,-1.0281924999999968e-05,0.6,6.519849999999982e-06
Standard,1,3,MgCl2,410,92,0.22,4.682163e-06,9.30959e-06,1.988309676531979,19431.93837277337,9.30959e-06,6.010617e-06,0.22,8.399999999999445e-08,-0.46,-1.0293499999999984e-05,0.6,6.407000000000033e-06
Standard,1,3,MgCl2,410,93,0.22,4.679897e-06,9.322403e-06,1.9920102942436555,19417.977202129685,9.322403e-06,5.968977e-06,0.22,9.615000000000417e-08,-0.46,-1.026992500000005e-05,0.56,6.097600000000008e-06
Standard,1,3,MgCl2,410,94,0.22,4.6731e-06,9.317443e-06,1.993846269071922,19410.32594401636,9.316847e-06,5.997797e-06,-0.58,1.4900000000012344e-08,-0.46,-1.030475e-05,0.6,6.400499999999959e-06
Standard,1,3,MgCl2,410,95,0.22,4.678153e-06,9.332123e-06,1.9948306521826027,19409.45943296817,9.332123e-06,5.992057e-06,-0.58,1.1057499999997649e-07,-0.46,-1.0333749999999996e-05,0.6,6.332199999999959e-06
Standard,1,3,MgCl2,410,96,0.22,4.67817e-06,9.339573e-06,1.99641590621974,19395.29353807005,9.323537e-06,5.98989e-06,0.22,1.6339999999999237e-07,-0.46,-1.041932500000004e-05,0.6,6.334000000000008e-06
Standard,1,3,MgCl2,410,97,0.22,4.67655e-06,9.341517e-06,1.9975231741347788,19417.61523335216,9.33994e-06,5.983113e-06,-0.6,3.665000000000579e-08,-0.46,-1.0342499999999998e-05,0.6,6.268150000000001e-06
Standard,1,3,MgCl2,410,98,0.22,4.675603e-06,9.349433e-06,1.9996207975741311,19390.291668767284,9.331353e-06,5.979363e-06,0.22,1.8474999999999522e-07,-0.46,-1.0357075000000037e-05,0.6,6.362300000000006e-06
Standard,1,3,MgCl2,410,99,0.22,4.66996e-06,9.35753e-06,2.0037709102433428,19396.83598811362,9.33937e-06,5.973603e-06,0.22,1.4442499999998634e-07,-0.46,-1.037132500000007e-05,0.6,6.344149999999981e-06
Standard,1,3,MgCl2,410,100,0.24,4.673143e-06,9.365087e-06,2.004023202371509,19393.612170810404,9.334107e-06,5.969537e-06,0.24,1.8757499999999625e-07,-0.46,-1.047465000000004e-05,0.6,6.37284999999999e-06
Standard,1,3,MgCl2,410,101,0.24,4.665813e-06,9.365887e-06,2.0073429860991,19390.49094202301,9.339953e-06,5.963157e-06,0.22,1.7885000000000253e-07,-0.46,-1.0419925e-05,0.6,6.248999999999991e-06
Standard,1,3,MgCl2,410,102,0.22,4.669393e-06,9.37809e-06,2.0084173681675543,19394.127458205658,9.341233e-06,5.95925e-06,0.24,1.729999999999999e-07,-0.46,-1.0486175000000011e-05,0.6,6.349849999999991e-06
Standard,1,3,MgCl2,410,103,0.24,4.668977e-06,9.42752e-06,2.019183217222959,19369.0080762953,9.34621e-06,5.95603e-06,0.24,1.717499999999802e-07,-0.46,-1.0576824999999998e-05,0.6,6.30649999999999e-06
Standard,1,3,MgCl2,410,104,0.24,4.667733e-06,9.394807e-06,2.0127130236455257,19373.574831401467,9.347577e-06,5.949757e-06,0.24,1.538999999999919e-07,-0.46,-1.0480849999999986e-05,0.6,6.296350000000017e-06
Standard,1,3,MgCl2,410,105,0.24,4.667393e-06,9.39959e-06,2.0138844104192644,19368.14525024322,9.347613e-06,5.946743e-06,0.24,1.4007499999999374e-07,-0.46,-1.0555075000000008e-05,0.6,6.320800000000025e-06
Standard,1,3,MgCl2,410,106,0.24,4.66329e-06,9.40269e-06,2.01632109519245,19398.416313292186,9.352403e-06,5.942977e-06,0.24,1.5067500000000348e-07,-0.46,-1.0533075000000014e-05,0.6,6.390849999999979e-06
Standard,1,3,MgCl2,410,107,0.24,4.66415e-06,9.409393e-06,2.0173864476914334,19366.08228222308,9.350237e-06,5.937853e-06,0.24,1.1432499999999489e-07,-0.46,-1.0541999999999997e-05,0.6,6.25779999999998e-06
Standard,1,3,MgCl2,410,108,0.24,4.661857e-06,9.41353e-06,2.019266142226156,19376.85206374132,9.350513e-06,5.93155e-06,0.24,1.0149999999999894e-07,-0.46,-1.0593424999999994e-05,0.6,6.276349999999973e-06
Standard,1,3,MgCl2,410,109,0.24,4.660613e-06,9.420083e-06,2.021211158274673,19363.82102407504,9.35208e-06,5.927777e-06,0.24,6.3249999999993e-08,-0.46,-1.054832500000001e-05,0.6,6.362849999999968e-06
Standard,1,3,MgCl2,410,110,0.24,4.653933e-06,9.41926e-06,2.023935454163178,19369.39824896766,9.35998e-06,5.921677e-06,0.24,9.367500000001397e-08,-0.46,-1.0583675000000003e-05,0.6,6.3145e-06
Standard,1,3,MgCl2,410,111,0.24,4.656003e-06,9.4366e-06,2.026759862482906,19369.96102570142,9.36234e-06,5.931753e-06,0.24,3.375000000000285e-08,-0.46,-1.057414999999998e-05,0.6,6.509649999999997e-06
Standard,1,3,MgCl2,410,112,0.24,4.646873e-06,9.388167e-06,2.0203192555509912,19393.53694866356,9.353453e-06,5.911257e-06,0.24,5.4749999999994697e-08,-0.46,-1.0433649999999964e-05,0.6,6.308200000000016e-06
Standard,1,3,MgCl2,410,113,0.24,4.651393e-06,9.45166e-06,2.0320063258469023,19356.999200555936,9.366737e-06,5.907173e-06,0.24,3.6999999999999815e-08,-0.46,-1.0640349999999977e-05,0.6,6.234299999999988e-06
Standard,1,3,MgCl2,410,114,0.24,4.646843e-06,9.46035e-06,2.035866070792579,19354.238103965938,9.36033e-06,5.90361e-06,0.24,9.017499999998597e-08,-0.46,-1.0669850000000036e-05,0.6,6.293150000000014e-06
Standard,1,3,MgCl2,410,115,0.24,4.65023e-06,9.462303e-06,2.034803224786731,19348.3963178454,9.372373e-06,5.900043e-06,0.24,3.0499999999992345e-08,-0.46,-1.0688750000000002e-05,0.6,6.387300000000018e-06
Standard,1,3,MgCl2,410,116,0.26,4.648667e-06,9.508273e-06,2.0453762336601007,19346.812902776463,9.376887e-06,5.89628e-06,0.24,9.657500000002713e-08,-0.46,-1.083100000000002e-05,0.6,6.29685000000001e-06
Standard,1,3,MgCl2,410,117,0.24,4.64609e-06,9.469767e-06,2.0382228927980304,19359.333822091983,9.375443e-06,5.892123e-06,0.24,2.482500000000869e-08,-0.46,-1.0747075000000024e-05,0.6,6.324150000000022e-06
Standard,1,3,MgCl2,410,118,0.24,4.64581e-06,9.47448e-06,2.039360197683504,19344.256777212,9.368563e-06,5.887537e-06,0.24,2.7825000000001723e-08,-0.46,-1.082182499999998e-05,0.6,6.294999999999991e-06
Standard,1,3,MgCl2,410,119,0.24,4.6431e-06,9.48237e-06,2.042249790010984,19360.30830903776,9.37685e-06,5.881813e-06,0.24,2.9324999999984683e-08,-0.46,-1.0775249999999954e-05,0.6,6.213999999999999e-06
Standard,1,3,MgCl2,410,120,0.24,4.642997e-06,9.482987e-06,2.042427983477052,19347.83479348218,9.367643e-06,5.8786e-06,0.24,3.3825000000001324e-08,-0.48,-1.0805250000000049e-05,0.6,6.198349999999981e-06
Standard,1,3,MgCl2,410,121,0.24,4.63875e-06,9.468167e-06,2.041103098895176,19368.17150903235,9.38045e-06,5.875753e-06,0.24,1.2250000000003144e-08,-0.46,-1.073507499999997e-05,0.6,6.259000000000013e-06
Standard,1,3,MgCl2,410,122,0.24,4.64046e-06,9.48739e-06,2.0444934338406107,19354.70260241396,9.371813e-06,5.872693e-06,0.24,4.174999999987132e-09,-0.46,-1.070557500000002e-05,0.6,6.231649999999989e-06
Standard,1,3,MgCl2,410,123,0.24,4.636873e-06,9.497063e-06,2.048161120651784,19374.989949223964,9.365043e-06,5.86755e-06,0.24,5.63499999999982e-08,-0.48,-1.0795999999999984e-05,-0.6,6.352699999999995e-06
Standard,1,3,MgCl2,410,124,0.24,4.63803e-06,9.50013e-06,2.048311459822381,19358.7604198528,9.3722e-06,5.86529e-06,0.24,8.250000000002504e-08,-0.48,-1.0729249999999989e-05,0.6,6.288999999999994e-06
Standard,1,3,MgCl2,410,125,0.24,4.634887e-06,9.50539e-06,2.050835327808424,19370.94783984875,9.365677e-06,5.859947e-06,0.24,5.575000000001044e-08,-0.48,-1.0827899999999992e-05,-0.6,6.674800000000014e-06
Standard,1,3,MgCl2,410,126,0.24,4.633917e-06,9.502397e-06,2.050618731410166,19352.59006356745,9.37332e-06,5.856633e-06,0.24,1.0465000000001601e-07,-0.48,-1.0840575000000004e-05,0.6,6.207300000000005e-06
Standard,1,3,MgCl2,410,127,0.24,4.628857e-06,9.508187e-06,2.054111198509697,19375.81584294584,9.372287e-06,5.85216e-06,0.24,8.017500000001825e-08,-0.46,-1.0815250000000016e-05,-0.6,6.408000000000018e-06
Standard,1,3,MgCl2,410,128,0.24,4.631613e-06,9.508403e-06,2.052935553985188,19348.411292274588,9.386033e-06,5.849257e-06,0.24,1.09249999999999e-07,-0.46,-1.0937674999999992e-05,0.6,6.225700000000005e-06
Standard,1,3,MgCl2,410,129,0.24,4.62819e-06,9.515007e-06,2.0558808086962723,19377.317648298973,9.368833e-06,5.84463e-06,0.24,9.892500000001533e-08,-0.46,-1.0909649999999978e-05,-0.6,6.985700000000062e-06
Standard,1,3,MgCl2,410,130,0.24,4.627763e-06,9.51849e-06,2.0568231346332992,19356.63575476459,9.37884e-06,5.842963e-06,0.24,8.817499999999516e-08,-0.46,-1.0879900000000051e-05,-0.6,6.483999999999998e-06
Standard,1,3,MgCl2,410,131,0.24,4.624287e-06,9.520177e-06,2.0587340275376507,19384.503252719645,9.368657e-06,5.837177e-06,0.24,9.107500000002182e-08,-0.46,-1.0922749999999973e-05,-0.6,7.203500000000017e-06
Standard,1,3,MgCl2,410,132,0.24,4.623467e-06,9.528863e-06,2.060977833301287,19370.508826462905,9.373363e-06,5.834587e-06,0.24,8.082499999998242e-08,-0.46,-1.0969175000000002e-05,-0.6,7.239000000000044e-06
