IDSmed [A],IDSmed [A],delIDS [A],delIDS [A],Gn [S],Gn [S]
mean,std,mean,std,mean,std
6.808373370859044e-06,2.711507876700954e-06,6.287480402988904e-08,2.075676747425584e-08,1.6949988189036404e-06,1.103740792765195e-06
6.8382564203754255e-06,2.7177540053157328e-06,2.9883049516379954e-08,1.3177825741716286e-08,1.9691227253842905e-06,1.084571435134373e-06
6.857107791802264e-06,2.7199298176970324e-06,1.8851371426838928e-08,4.065512406574814e-09,2.139585563533937e-06,1.135252965950294e-06
6.878033436426751e-06,2.722726293021395e-06,2.092564462448754e-08,8.144392475266186e-09,2.333980935053842e-06,1.0119179699312543e-06
6.885329350817908e-06,2.724761304915934e-06,7.295914391156835e-09,3.4486938684080327e-09,2.3863174639922714e-06,9.482948322315805e-07
6.894693801958355e-06,2.728324653683205e-06,9.364451140447564e-09,3.5678021071152086e-09,2.5811604909505497e-06,1.148000273489563e-06
6.902982211916725e-06,2.7319969266909255e-06,8.288409958368557e-09,3.974689909590139e-09,2.651151547089858e-06,1.394199478732737e-06
6.911520728181131e-06,2.739643271350316e-06,8.538516264407647e-09,9.44628300895891e-09,2.8045878280839495e-06,1.4047442394154997e-06
6.646526908108778e-06,2.665851902803284e-06,-2.6499382007235385e-07,9.33708665222689e-08,2.3083480891514978e-07,7.822105653237881e-07
6.602640818679599e-06,2.6563272415814008e-06,-4.3886089429179265e-08,2.299555006973869e-08,-1.0205018682461486e-07,8.934553491100669e-07
6.579376668961838e-06,2.6458718051721125e-06,-2.326414971776103e-08,1.3378707888529501e-08,-3.633480169413654e-07,8.958063767539573e-07
6.568387277638976e-06,2.641601127372907e-06,-1.0989391322861572e-08,6.317683813104701e-09,-5.34185746932525e-07,1.046142722126792e-06
6.554467859132274e-06,2.631448384962077e-06,-1.3919418506702361e-08,1.1033829566326205e-08,-7.41858087209917e-07,1.0740987847517407e-06
6.551503133778169e-06,2.6311205688578086e-06,-2.964725354104303e-09,6.736297925225843e-10,-6.773836586737261e-07,8.569623254844992e-07
6.540431821614827e-06,2.6196455491160963e-06,-1.1071312163342858e-08,1.1496937140825542e-08,-8.321208673640835e-07,7.987155949135504e-07
6.5376536326766654e-06,2.6208022473638622e-06,-2.7781889381609895e-09,1.533650762776586e-09,-9.240099054092451e-07,6.985231805132817e-07
6.529075169699657e-06,2.6212837147873097e-06,-8.578462977008691e-09,6.088762158523913e-10,-1.1512895737752353e-06,6.591152718179532e-07
6.5256651424761e-06,2.6182661924303514e-06,-3.410027223556447e-09,3.617171163511862e-09,-1.2077833400536678e-06,6.177479130277726e-07
6.639964325927394e-06,2.65891760901948e-06,1.1429918345129408e-07,5.60169201909826e-08,9.269336866122716e-08,6.367925481768394e-07
6.749818292443403e-06,2.6955324848512274e-06,1.0985396651600848e-07,4.1969745870849826e-08,1.0590882467800662e-06,8.729546755403359e-07
6.806835770589715e-06,2.7124441447188588e-06,5.701747814631166e-08,2.2514639205689018e-08,1.8369853213347395e-06,1.2969524123689968e-06
6.841360502107819e-06,2.718788857436344e-06,3.452473151810494e-08,8.879907813592319e-09,2.035951266662567e-06,1.2147902269866345e-06
6.864483793833642e-06,2.726693584844154e-06,2.3123291725822534e-08,1.0585330144949394e-08,2.1371199393886063e-06,1.217514745459642e-06
6.879053932114705e-06,2.7296291554443015e-06,1.4570138281063877e-08,2.9665636005981575e-09,2.4570154769806886e-06,1.5399204370308273e-06
6.8906759670047295e-06,2.7328081349394324e-06,1.1622034890024507e-08,6.5544827018912e-09,2.600102246126191e-06,1.562858020228109e-06
6.896700488330983e-06,2.7324322642371294e-06,6.024521326253307e-09,2.4922958593396815e-09,2.7397952320016975e-06,1.622280471432487e-06
6.904743997893092e-06,2.7376041044118227e-06,8.043509562107086e-09,6.011108436729538e-09,2.7187337975547346e-06,1.5089367472062378e-06
6.910427122382619e-06,2.741231253364965e-06,5.683124489529125e-09,3.779325949730415e-09,2.714947390025824e-06,1.5174687902327426e-06
6.646157918529146e-06,2.6689966626200283e-06,-2.642692038534739e-07,9.511304638453843e-08,2.0031551276736832e-07,7.674906178462084e-07
6.601273691823432e-06,2.6513415922289048e-06,-4.488422670571377e-08,2.377110386354376e-08,-3.6156260845099814e-07,5.545264608906742e-07
6.581244794764037e-06,2.6435919259525735e-06,-2.002889705939528e-08,1.4081723688984452e-08,-5.670122207126743e-07,6.32058909992342e-07
6.565829006414483e-06,2.637254652201255e-06,-1.5415788349553258e-08,6.7282528244814155e-09,-8.539217530788258e-07,4.90678401392328e-07
6.55462155426297e-06,2.6301830608558084e-06,-1.1207452151513646e-08,7.474737135864834e-09,-1.0136286741642572e-06,6.226155503202758e-07
6.546496602292488e-06,2.627012365216795e-06,-8.124951970482167e-09,3.3960159509385944e-09,-9.082485330776888e-07,7.299951122358247e-07
6.541975755188408e-06,2.6278567281903334e-06,-4.520847104079924e-09,9.95955718006977e-10,-8.347884596518064e-07,7.387584565797649e-07
6.535464009971292e-06,2.6246705722875516e-06,-6.511745217115297e-09,3.221561464801531e-09,-9.734445745577898e-07,7.339756764880991e-07
6.531521596760588e-06,2.621105831056989e-06,-3.942413210704196e-09,3.5686887536371343e-09,-1.0253040514291058e-06,7.848712927404909e-07
6.529349268665405e-06,2.619375709498319e-06,-2.1723280951843566e-09,1.736978182602862e-09,-1.1131965269634482e-06,6.311677408014539e-07
6.639502998950775e-06,2.6607526689515905e-06,1.1015373028537068e-07,5.809977502842311e-08,-5.52156995939496e-09,4.630958797051095e-07
6.747266250310228e-06,2.691110533072498e-06,1.0776325135945324e-07,3.5133515546680295e-08,1.2040975703885877e-06,8.286426930801183e-07
6.808772880617653e-06,2.7099480515635124e-06,6.150663030742484e-08,2.3490431544784664e-08,1.8490504523068015e-06,1.1578015860546552e-06
6.842831268727423e-06,2.7133722811674396e-06,3.405838810977002e-08,1.0948280170499348e-08,2.1464333419015023e-06,1.0498678022118317e-06
6.864378723510829e-06,2.720419814551627e-06,2.154745478340592e-08,7.147433346545948e-09,2.272523581985937e-06,1.2081174349768544e-06
6.877882446095403e-06,2.7209912387862537e-06,1.3503722584574399e-08,5.1646565295131036e-09,2.393680076984672e-06,1.0404921052611414e-06
6.8925238518128635e-06,2.7264736544601612e-06,1.4641405717459768e-08,7.711335527999862e-09,2.5629314478508542e-06,1.0905612900705506e-06
6.896490053994365e-06,2.7318720741297593e-06,3.9662021815019615e-09,5.698189854404878e-09,2.6611548684016298e-06,1.244598129280693e-06
6.906482833339093e-06,2.7352072241777783e-06,9.99277934472752e-09,4.2413830362593995e-09,2.8165659810357914e-06,1.0926508993264624e-06
6.910016272361946e-06,2.739136545089559e-06,3.533439022853421e-09,6.161626127454597e-09,2.653359176109223e-06,1.0701464007854942e-06
6.645035658910577e-06,2.6698686220418993e-06,-2.649806134513685e-07,9.066131352592746e-08,1.2063604390325901e-07,5.764832676549819e-07
6.601676479552528e-06,2.6521005224532215e-06,-4.335917935804929e-08,3.137942150350798e-08,-1.3098492562832462e-07,5.875978003412698e-07
6.581608256321185e-06,2.644462560967215e-06,-2.0068223231343534e-08,8.297892548778667e-09,-6.232934658378434e-07,5.417373392350698e-07
6.566908713997084e-06,2.634259003679888e-06,-1.4699542324099944e-08,1.0708114761025042e-08,-6.869931043293446e-07,5.856425102331579e-07
6.556563538614076e-06,2.6289926632682527e-06,-1.0345175383008609e-08,6.2221505904912034e-09,-8.092244195679518e-07,6.669457712516056e-07
6.5510816019317035e-06,2.6268667764576968e-06,-5.481936682372179e-09,2.327011103362076e-09,-8.232974739277762e-07,5.888187028385579e-07
6.541614695265707e-06,2.6269505386281786e-06,-9.466906665996552e-09,1.4364591854468355e-09,-1.1589976206080152e-06,7.249182834687494e-07
6.536836409054558e-06,2.620688203221156e-06,-4.778286211148953e-09,6.632766221461014e-09,-8.850005995627514e-07,5.355639736164594e-07
6.534097148384414e-06,2.621653264111605e-06,-2.7392606701444797e-09,3.5075384502042855e-09,-9.102512509204672e-07,6.662560140704905e-07
6.531097066423777e-06,2.621548939013098e-06,-3.000081960636008e-09,2.1891326449874314e-09,-9.876532443948725e-07,7.818643475540611e-07
6.638771239408925e-06,2.659723344100786e-06,1.0767417298514706e-07,5.417324369144054e-08,-1.0630476455267382e-07,3.766889587044346e-07
6.746087478859408e-06,2.690309031732559e-06,1.0731623945048369e-07,3.5695559882319724e-08,1.0685043345506702e-06,6.582423321815512e-07
6.806649750501493e-06,2.7091971493944624e-06,6.056227164208423e-08,2.1276291017365537e-08,1.5980279856510466e-06,9.496216697514946e-07
6.842819710565588e-06,2.7187707219658942e-06,3.61699600640956e-08,1.3043969056776545e-08,2.037807791438373e-06,9.224435355164989e-07
6.862874234532986e-06,2.7245677840162285e-06,2.0054523967397795e-08,5.984161235879502e-09,2.3784518921834954e-06,1.0722180031531555e-06
6.878826004215927e-06,2.7247332271786904e-06,1.5951769682940565e-08,9.11844137814005e-09,2.266278305464554e-06,8.52621724418605e-07
6.888153256075687e-06,2.7295673116185502e-06,9.327251859760948e-09,4.8343556634578486e-09,2.4064466317008992e-06,8.694875135197296e-07
6.898323898478033e-06,2.7318506905006766e-06,1.0170642402344963e-08,2.77708806978501e-09,2.3344838812384696e-06,9.829576564272753e-07
6.907033674489564e-06,2.7365521181232576e-06,8.709776011530988e-09,4.769699947852673e-09,2.71223113030152e-06,1.3372985436698406e-06
6.907649615565483e-06,2.7336299322754684e-06,6.159410759204357e-10,3.089740622697583e-09,2.640737294686284e-06,1.1902948112577614e-06
6.647720312003003e-06,2.667748367665867e-06,-2.599293035624815e-07,8.878167824179032e-08,4.745318058635654e-08,5.688161333313764e-07
6.59821195843809e-06,2.6538762771995113e-06,-4.950835356491249e-08,2.2644650449088282e-08,-3.1972781063107524e-07,7.077456589020037e-07
6.580693238333879e-06,2.6412971586871687e-06,-1.7518720104211145e-08,1.3400054976539052e-08,-5.560814051703283e-07,8.007343981494622e-07
6.564369968486972e-06,2.637698320454203e-06,-1.6323269846907354e-08,6.256920778079242e-09,-7.479898495167338e-07,8.398035076655395e-07
6.5541314029360365e-06,2.6333574063923456e-06,-1.0238565550935164e-08,5.9108274996909955e-09,-6.558437795664603e-07,7.68312895240402e-07
6.54694449527445e-06,2.62845993833202e-06,-7.186907661586116e-09,5.086315606568667e-09,-6.900962171471982e-07,7.824111339429197e-07
6.540918401280275e-06,2.62311881772668e-06,-6.026093994175405e-09,5.366473461945551e-09,-9.068451925557733e-07,8.649543721013146e-07
6.535823805127923e-06,2.623040618581828e-06,-5.094596152351208e-09,1.3666801499021341e-09,-1.0923964575457366e-06,7.670400461930349e-07
6.529688301763296e-06,2.619608157983669e-06,-6.135503364627463e-09,3.570667336208382e-09,-1.158163917420924e-06,7.341878472053643e-07
6.612602007294299e-06,2.6500414355341996e-06,0.0,0.0,0.0,0.0
6.619779971591318e-06,2.6656843710503255e-06,7.1779642970184e-09,1.7333165151189396e-08,3.8815701996411237e-07,4.5380641600084304e-07
6.629702298255324e-06,2.679879318640856e-06,9.922326664006204e-09,1.4529375947614046e-08,3.64703102321724e-07,7.142447581229771e-07
6.6379182233807415e-06,2.685732318389065e-06,8.21592512541732e-09,8.683656501147758e-09,4.779762013164404e-07,7.795695714183458e-07
6.648972861474552e-06,2.6897737150548997e-06,1.1054638093810637e-08,4.879995783182235e-09,8.142956856453821e-07,1.0555320064589808e-06
6.655949481645014e-06,2.699631396080836e-06,6.976620170462411e-09,1.1109716137138817e-08,7.486794425951383e-07,9.161198785493358e-07
6.660162749009639e-06,2.7021004979260517e-06,4.213267364624375e-09,3.118519123558812e-09,9.540865119073116e-07,1.372845821383654e-06
6.665398032623671e-06,2.7056755590732723e-06,5.23528361403199e-09,4.066293035824283e-09,6.562904274914474e-07,9.352605149607719e-07
6.6703154667872395e-06,2.708063504595181e-06,4.917434163568356e-09,2.758095288134507e-09,7.442831157912033e-07,8.387028986986849e-07
6.674196844376941e-06,2.7112665834890834e-06,3.881377589702121e-09,4.4084596843854206e-09,9.236286361557195e-07,1.1221499596547282e-06
6.6800105713582525e-06,2.7144007030948888e-06,5.813726981311144e-09,4.810675983299467e-09,8.778024329673162e-07,1.0304544506015982e-06
6.6830462657208045e-06,2.718502411403883e-06,3.035694362551739e-09,4.740071095215485e-09,1.104870302464573e-06,1.1451390926032753e-06
6.683780043204025e-06,2.7175068170371634e-06,7.337774832200201e-10,1.74753992307224e-09,1.0339239302029497e-06,1.4233662698456056e-06
6.6864908963755925e-06,2.7184968904455184e-06,2.710853171568226e-09,1.013954293189629e-09,9.392160743129323e-07,1.1637093351996193e-06
6.690162261217362e-06,2.7195752886812977e-06,3.6713648417701414e-09,1.0791773182233983e-09,1.0818169668055109e-06,1.2106412057586577e-06
6.689180864327682e-06,2.7179458024400067e-06,-9.813968896805608e-10,1.7591663064298357e-09,1.1762975104617589e-06,1.2505437737714367e-06
6.696891162505381e-06,2.7225640242016497e-06,7.710298177698579e-09,6.48155971509556e-09,1.117029665109009e-06,1.1162516109858858e-06
6.699087914322869e-06,2.7244680230567674e-06,2.196751817488782e-09,2.540074226059819e-09,1.0246447040453807e-06,1.0560237631836027e-06
6.70246356548887e-06,2.7276569354912722e-06,3.3756511660003734e-09,3.5027892496529314e-09,1.0724860708485212e-06,1.0395028234427307e-06
6.702475687347942e-06,2.729633863774788e-06,1.2121859072067275e-11,2.0461678439636663e-09,1.3334484612576924e-06,1.234580197584098e-06
6.818621647160701e-06,2.6798160014075784e-06,1.1614595981275973e-07,8.525498080735796e-08,2.4201886648608545e-06,6.777248729256301e-07
6.8025296116047684e-06,2.658295422411189e-06,-1.6092035555933155e-08,2.349112120757502e-08,2.205782142036157e-06,7.319443781839134e-07
6.794703836021654e-06,2.647733345645123e-06,-7.825775583114874e-09,1.0566956979913849e-08,2.1386645216782543e-06,8.045546422175106e-07
6.787715619793745e-06,2.6450586493251765e-06,-6.9882162279094524e-09,3.065914541187312e-09,1.976628159100476e-06,7.176968388711189e-07
6.7799991920007114e-06,2.6327383422109978e-06,-7.71642779303325e-09,1.2607957820883641e-08,1.9036123996393916e-06,6.621321287328594e-07
6.777159001103428e-06,2.6338211275185635e-06,-2.8401908972831337e-09,1.1025368309085968e-09,2.023458390481497e-06,6.85720621900686e-07
6.77124305544415e-06,2.6268387995506995e-06,-5.915945659277592e-09,7.235167828816703e-09,1.7577779088654174e-06,6.177483708068837e-07
6.770481599952897e-06,2.6232020527383827e-06,-7.614554912528149e-10,5.157823163391429e-09,1.88780010375229e-06,6.252193099765646e-07
6.766699698346201e-06,2.6217095760782763e-06,-3.781901606695707e-09,2.1189015298763863e-09,1.734257435616752e-06,6.429907186946665e-07
6.7621489421298975e-06,2.618264613560857e-06,-4.550756216304135e-09,4.417954166152214e-09,1.7780879777741408e-06,6.419000952996869e-07
6.7565722095726715e-06,2.615048985453135e-06,-5.5767325572260025e-09,3.477757273707502e-09,1.6274717615249875e-06,6.224042892169914e-07
6.757628521351459e-06,2.6133559369969604e-06,1.0563117787878166e-09,1.6966567338767762e-09,1.6426433037820545e-06,6.869105163056173e-07
6.7567418587562616e-06,2.615881346966735e-06,-8.866625951971704e-10,3.2829345971046306e-09,1.464991301954816e-06,7.274225189054279e-07
6.754818040614432e-06,2.6165053946473485e-06,-1.9238181418288947e-09,3.3198779354417805e-09,1.7697058260040083e-06,8.561739818004638e-07
6.751820317655681e-06,2.612094467188737e-06,-2.997722958753002e-09,5.168005073516366e-09,1.6801683033818352e-06,7.243817010949478e-07
6.753951751647946e-06,2.6112824458390323e-06,2.1314339922658596e-09,1.258999630164917e-09,1.6484908967298565e-06,8.153190569906698e-07
6.74863640407845e-06,2.6146234773934424e-06,-5.3153475694968736e-09,4.3684631490275816e-09,1.7315693843452944e-06,8.003377406848769e-07
6.7480412913785886e-06,2.614703437920675e-06,-5.951126998600857e-10,1.655235979695022e-09,1.5816122713117458e-06,8.502233928729371e-07
6.747873522764773e-06,2.612705560716087e-06,-1.677686138163856e-10,2.00647643565009e-09,1.8827705649568154e-06,9.409182482686347e-07
6.742977816998064e-06,2.610667772202028e-06,-4.895705766709377e-09,2.1915896786849872e-09,1.730712412948181e-06,8.892020735821459e-07
6.613452441683876e-06,2.6395176094837423e-06,-1.295253753141876e-07,7.084653014141815e-08,4.6492280061287276e-07,4.64858957427336e-07
6.6301657521232e-06,2.667092464199578e-06,1.671331043932393e-08,2.8558592852821528e-08,4.147752311643848e-07,6.784701304088115e-07
6.64056340345572e-06,2.6739148760627115e-06,1.0397651332520278e-08,9.285833113067491e-09,5.671291683116993e-07,7.978930394060329e-07
6.651620888457426e-06,2.685799350406921e-06,1.1057485001705248e-08,1.1886156269588303e-08,8.292153810897057e-07,1.0935878815844027e-06
6.658653821508172e-06,2.691013770412286e-06,7.032933050746338e-09,5.222821096595251e-09,6.961086587574196e-07,1.0688449093574068e-06
6.665892044566135e-06,2.6949663646350845e-06,7.238223057963275e-09,4.4876172801346445e-09,8.379864153882783e-07,7.173243935345365e-07
6.669527934377584e-06,2.6982575317086242e-06,3.6358898114488607e-09,6.433696468665595e-09,8.307122040301726e-07,8.654911555299725e-07
6.677551013467564e-06,2.7027028815391434e-06,8.023079089980173e-09,6.639353007641091e-09,9.206436622466058e-07,1.0666324979476373e-06
6.677979134413667e-06,2.7067184456406933e-06,4.28120946102312e-10,4.437509490846934e-09,9.075486460845878e-07,8.702366680644076e-07
6.687291194869734e-06,2.7133827152966087e-06,9.312060456067856e-09,6.770029883847959e-09,1.0040358421558145e-06,1.2576283799151134e-06
6.68999652001882e-06,2.713115475632334e-06,2.7053251490848594e-09,1.1605250734506076e-09,8.856074064894384e-07,9.97848458444749e-07
6.691429083123996e-06,2.7158086347765065e-06,1.4325631051771001e-09,2.7005791352549716e-09,8.466388722949813e-07,8.486826481025063e-07
6.697418565219475e-06,2.716149685990963e-06,5.989482095478037e-09,6.329842961209192e-10,1.1177530011907505e-06,1.2396499288220313e-06
6.699480285495459e-06,2.7196127136392334e-06,2.0617202759849325e-09,3.831549639045365e-09,1.1701094051444712e-06,1.3352889582287293e-06
6.70284668539504e-06,2.718110195361932e-06,3.3663998995810593e-09,1.977692751154306e-09,1.0127505463406208e-06,9.944795559976814e-07
6.709069523935796e-06,2.7220682352742297e-06,6.2228385407555225e-09,4.597704391483389e-09,1.079126425041098e-06,1.1808259492820385e-06
6.71031232476101e-06,2.7235353924870494e-06,1.2428008252148477e-09,1.8868402580190588e-09,1.272043701115726e-06,1.3519346226035037e-06
6.710126318883643e-06,2.729983316063515e-06,-1.8600587736727903e-10,6.81814745538695e-09,1.1937480924929347e-06,1.2777243451016871e-06
