IDSmed [A],IDSmed [A],delIDS [A],delIDS [A],Gn [S],Gn [S]
mean,std,mean,std,mean,std
7.426792843527134e-06,2.5540755851090276e-06,-5.766978006250266e-09,2.607499423550299e-09,1.49269806562869e-06,3.47659040734548e-07
7.420491291062111e-06,2.550519515441142e-06,-6.301552465023026e-09,3.7112819755595114e-09,1.643408814514271e-06,2.733319979882612e-07
7.287127895475957e-06,2.535128672751603e-06,-1.3336339558615332e-07,1.7346244326935726e-08,1.4270566618555987e-07,1.318057399782305e-07
7.323585521135101e-06,2.5471085825648936e-06,3.645762565914358e-08,1.2261130291375075e-08,6.704362766658275e-07,3.696927294921136e-07
7.351609388213849e-06,2.5509859670393513e-06,2.8023867078749067e-08,4.97998769567374e-09,5.644664989784676e-07,8.685491960180128e-08
7.3722533215914154e-06,2.5601671308310482e-06,2.0643933377565798e-08,9.689585381508685e-09,8.441129568457865e-07,1.452317646274716e-07
7.387971535877114e-06,2.56674560991771e-06,1.5718214285698195e-08,6.929037988319407e-09,1.1076945870276797e-06,2.8368436247369084e-07
7.403313460940808e-06,2.5685039153356003e-06,1.5341925063694643e-08,1.8140984077584823e-09,1.196473017089001e-06,5.045952848034103e-07
7.414741422924938e-06,2.5762232007973327e-06,1.1427961984129717e-08,8.28171363979601e-09,1.4237004133168216e-06,5.798493210065515e-07
7.423781624993353e-06,2.578532222032008e-06,9.040202068415035e-09,6.393363705398719e-09,1.5909731629300495e-06,6.792035295106273e-07
7.4323494108815185e-06,2.582168797317429e-06,8.567785888165721e-09,4.25070341100249e-09,1.6919139821201389e-06,7.499389015866005e-07
7.442095215045204e-06,2.583616033409809e-06,9.745804163685534e-09,2.764543492508017e-09,1.7498180244282106e-06,5.794170574357241e-07
7.550955534914768e-06,2.592346031654489e-06,1.0886031986956368e-07,1.0731760121307586e-08,2.8298195703605866e-06,6.809185437002164e-07
7.51708708435217e-06,2.5834052333938635e-06,-3.3868450562598205e-08,8.99229610707285e-09,2.4933093618386163e-06,6.063301310361665e-07
7.494330446888853e-06,2.5740884609722804e-06,-2.2756637463317586e-08,1.0013176165270585e-08,2.1975327605633552e-06,4.4710153013801085e-07
7.475258688790139e-06,2.5703340875657166e-06,-1.9071758098713004e-08,4.642438965486686e-09,1.9578717897701117e-06,3.435169755707786e-07
7.463684658167343e-06,2.5657302265576475e-06,-1.1574030622796272e-08,5.725672187500733e-09,1.8484278634923844e-06,3.981146498441577e-07
7.452036546358916e-06,2.5621616528759126e-06,-1.164811180842662e-08,4.0465048692884365e-09,1.7006177214894051e-06,4.103995667515673e-07
7.445910204258628e-06,2.5577141856805005e-06,-6.126342100287448e-09,5.866358704824766e-09,1.5523759351203492e-06,1.6801148146138957e-07
7.442842383890517e-06,2.5568716021606277e-06,-3.0678203681115215e-09,2.544200012373016e-09,1.8306927765178052e-06,5.239439082184854e-07
7.434593560636434e-06,2.5545554809838943e-06,-8.248823254083012e-09,2.905211000433082e-09,1.4836482125474893e-06,5.763809265225944e-07
7.427836479223515e-06,2.5529628023396063e-06,-6.7570814129185445e-09,2.6820114972070635e-09,1.6299031938553551e-06,4.2467276367888e-07
7.291654223233006e-06,2.5396247739479673e-06,-1.3618225599051034e-07,1.7009279840927825e-08,1.3857758728206586e-07,2.437683996981492e-07
7.33095775728998e-06,2.550238288950072e-06,3.930353405697408e-08,1.089800689606113e-08,5.442299341875101e-07,9.19898258266521e-08
7.358314131048853e-06,2.5575345688403085e-06,2.7356373758872603e-08,7.430066804191668e-09,5.981294763926846e-07,4.75670824392131e-07
7.380856734092352e-06,2.563607423613146e-06,2.2542603043500073e-08,6.2953933353822685e-09,1.0384440462120468e-06,5.359126164742455e-07
7.394511465956081e-06,2.565170430477513e-06,1.365473186372886e-08,3.066433907404298e-09,1.188940669139633e-06,4.879999030540206e-07
7.409552907233774e-06,2.570898658113178e-06,1.5041441277692986e-08,5.76382998566858e-09,1.210609291804057e-06,5.038479262793405e-07
7.422824372345834e-06,2.575632294308123e-06,1.3271465112059863e-08,5.315901865870344e-09,1.5206264091246298e-06,6.187230324322688e-07
7.4337363381952555e-06,2.579460407676245e-06,1.0911965849421015e-08,3.858585362359989e-09,1.6949441246127371e-06,6.225878900080263e-07
7.44072400019983e-06,2.581372323620995e-06,6.987662004576123e-09,1.9362368007302277e-09,1.7075728888257928e-06,7.370163278540447e-07
7.447120561702529e-06,2.5851235303524682e-06,6.3965615026981425e-09,4.081293194718532e-09,1.8389658714427702e-06,6.383647771762393e-07
7.5586302680600665e-06,2.5940759161766735e-06,1.1150970635753711e-07,1.67328853203086e-08,2.9467691659476195e-06,8.675270260600571e-07
7.524725797717717e-06,2.583536328235744e-06,-3.3904470342349675e-08,1.2443419892642557e-08,2.497954641165981e-06,6.278478099335934e-07
7.5004885028799135e-06,2.577537972049035e-06,-2.423729483780335e-08,5.999362859568285e-09,2.2717320273726213e-06,5.072673691152206e-07
7.4818330707178875e-06,2.5719869952976495e-06,-1.8655432162025157e-08,6.071480296629913e-09,2.0517094193841766e-06,6.715048844945649e-07
7.4693911784606826e-06,2.5698238853687178e-06,-1.244189225720523e-08,3.051509176034903e-09,1.9600719126199373e-06,7.809351926872747e-07
7.461165760484316e-06,2.5633748178586474e-06,-8.225417976366792e-09,6.892914219882715e-09,2.0730669523974097e-06,5.853113347033733e-07
7.449957086199295e-06,2.560149214815349e-06,-1.1208674285020565e-08,3.3455171910253987e-09,1.8131629083915676e-06,5.785222356923385e-07
7.443463222974363e-06,2.5583550290576336e-06,-6.493863224931719e-09,3.5515257121336112e-09,1.805505984378908e-06,5.790534049046367e-07
7.4337118576295325e-06,2.557359422913098e-06,-9.751365344831033e-09,3.6591004720282755e-09,1.6775962383892275e-06,6.190012155925937e-07
7.429054913169845e-06,2.5514602034684353e-06,-4.656944459687979e-09,6.0364119777084016e-09,1.5452012002883473e-06,3.444441731348916e-07
7.297658716728013e-06,2.532900434726794e-06,-1.3139619644183162e-07,2.0416801439747838e-08,1.2796393525322378e-07,2.5948557062163587e-07
7.335232548181618e-06,2.5495017509440755e-06,3.7573831453604406e-08,1.6797681021116588e-08,5.766656938450799e-07,6.076968514737368e-07
7.361084177167261e-06,2.555590390475668e-06,2.5851628985644578e-08,6.807887290112331e-09,8.315563527253113e-07,5.12035518750978e-07
7.383803648508547e-06,2.5645649817722225e-06,2.271947134128407e-08,9.673990609095782e-09,1.1344629954883473e-06,6.456075592767315e-07
7.400557649361872e-06,2.569269537688518e-06,1.675400085332569e-08,5.24965779627592e-09,1.162198672893869e-06,6.355140688382682e-07
7.414322638510384e-06,2.5740822911893172e-06,1.3764989148512541e-08,5.745490455825972e-09,1.280666407077923e-06,6.398450820802811e-07
7.428673399090258e-06,2.5753763274101623e-06,1.4350760579873732e-08,1.7505398008316054e-09,1.429372871718975e-06,6.055067932125926e-07
7.437523289392327e-06,2.581622260526956e-06,8.849890302068203e-09,6.6548119266241616e-09,1.5197761704367012e-06,7.371343332289223e-07
7.445335512556994e-06,2.58402133603387e-06,7.812223164667861e-09,3.091527617774731e-09,1.4137273032425692e-06,6.547476779111728e-07
7.454151500496664e-06,2.5873799742477313e-06,8.815987939669867e-09,3.4246082512141697e-09,1.6227882332723644e-06,8.575297771909761e-07
7.562507818192898e-06,2.59757241947337e-06,1.0835631769623433e-07,1.3649138858332593e-08,2.759515091558091e-06,6.754445528842484e-07
7.528526751343634e-06,2.58581389027914e-06,-3.398106684926461e-08,1.1764386390066176e-08,2.3457587374408736e-06,4.167635771404203e-07
7.5034333519852225e-06,2.5771839703913044e-06,-2.509339935841127e-08,8.682076272793863e-09,2.1866130423321106e-06,4.821783934477588e-07
7.487349932944198e-06,2.5767904388366008e-06,-1.6083419041024175e-08,5.601554617696408e-09,2.0097166965758685e-06,6.77972539314828e-07
7.469973449284832e-06,2.572938771790754e-06,-1.737648365936669e-08,3.974630845696377e-09,1.8758688235437583e-06,4.2694066264144434e-07
7.461134752399327e-06,2.5639627839562482e-06,-8.83869688550476e-09,9.052898311613729e-09,1.6169031525416606e-06,3.0928531164742706e-07
7.448771417746987e-06,2.5625045795553404e-06,-1.2363334652339596e-08,3.890728224718973e-09,1.683229377071784e-06,5.597014378518616e-07
7.445553284431601e-06,2.5626963430921966e-06,-3.2181333153855025e-09,2.617264719776018e-09,1.51613199534569e-06,3.8768887012366716e-07
7.436008800709715e-06,2.5586182758095474e-06,-9.544483721887121e-09,6.688258263439248e-09,1.35803789803791e-06,2.3797896380139475e-07
7.429026126715144e-06,2.555464633512431e-06,-6.982673994571087e-09,3.164451028072118e-09,1.4578941016571128e-06,5.215236080651863e-07
7.296526102133309e-06,2.5361348681317822e-06,-1.3250002458183493e-07,2.1208858761182253e-08,5.583487028255384e-08,5.165786095452236e-07
7.335056845173919e-06,2.554652259068717e-06,3.853074304060983e-08,1.944157116706028e-08,5.718735982046183e-07,5.567562565835997e-07
7.362965680120699e-06,2.5612085873128034e-06,2.790883494678108e-08,6.729429138816067e-09,8.188350566996897e-07,3.8526829761945835e-07
7.382727574167802e-06,2.56551191907436e-06,1.976189404710236e-08,4.346618300621385e-09,1.0365525469366488e-06,4.1248428999024646e-07
7.399612404886587e-06,2.5712143721454056e-06,1.688483071878513e-08,6.060751776730879e-09,9.461586618140819e-07,2.908740649080575e-07
7.4140017100414e-06,2.5792924100494483e-06,1.4389305154812085e-08,8.395915534201661e-09,1.220335299402628e-06,2.9473511475359194e-07
7.423763690894703e-06,2.5819063857791686e-06,9.761980853304135e-09,3.744029498649236e-09,1.4338249010142225e-06,5.758291275879382e-07
7.4355813381998814e-06,2.5818729017848447e-06,1.181764730517785e-08,2.81164219797539e-09,1.6554602796662705e-06,8.419589359245172e-07
7.44485147663454e-06,2.585176021555694e-06,9.270138434658576e-09,3.6467618077451184e-09,1.73271871988436e-06,7.0743714148142e-07
7.452644316193376e-06,2.5891927877787497e-06,7.792839558836325e-09,6.959186447229567e-09,1.7491038503642886e-06,8.546086750635367e-07
7.561706430199895e-06,2.5962831191255433e-06,1.0906211400651927e-07,8.34092961594045e-09,2.755023886844173e-06,9.92778293245766e-07
7.5263898366983994e-06,2.5874080796533595e-06,-3.5316593501495866e-08,8.938360416467834e-09,2.591447334732392e-06,9.11109127014394e-07
7.502434219948857e-06,2.5768048847878435e-06,-2.3955616749541757e-08,1.0928478427290381e-08,2.190677186757554e-06,7.544082074411918e-07
7.48613267849881e-06,2.5709861290066115e-06,-1.6301541450047526e-08,6.160964033468248e-09,1.938463964370886e-06,4.3502987008999646e-07
7.469580599680133e-06,2.5674847061284794e-06,-1.655207881867682e-08,4.1250422145651475e-09,1.8157187039740693e-06,4.80664172140055e-07
7.460912864113804e-06,2.5650988660184705e-06,-8.66773556632959e-09,3.245357269718083e-09,1.9380072561732157e-06,4.39427664530541e-07
7.450942452654393e-06,2.562735515294405e-06,-9.970411459410874e-09,2.387124335148715e-09,1.7046463841454841e-06,5.349817667375708e-07
7.444922251427973e-06,2.561410787860173e-06,-6.020201226419886e-09,4.009963502198347e-09,1.7149613839638046e-06,5.62954380448689e-07
7.438553661624307e-06,2.557547952369823e-06,-6.3685898036662065e-09,3.87461562235336e-09,1.6632136013677388e-06,4.729010371190217e-07
7.430459532997702e-06,2.5518910953071664e-06,-8.094128626604894e-09,5.804204943460633e-09,1.6298931543292127e-06,3.809622660948983e-07
7.297523438865028e-06,2.5381896302510872e-06,-1.3293609413267407e-07,1.480594531111545e-08,1.6191541157888284e-07,3.525753821996145e-07
7.334250469170911e-06,2.551174290868517e-06,3.672703030588309e-08,1.3025393551761195e-08,6.020838160982573e-07,5.06064913910132e-07
7.363344456242278e-06,2.558910904062436e-06,2.909398707136765e-08,8.536550310253797e-09,6.342067805786138e-07,3.453979019199705e-07
7.386205590857268e-06,2.5636288448286366e-06,2.286113461498947e-08,5.385266433925853e-09,9.407559710820628e-07,3.273632861213344e-07
7.401082939395565e-06,2.572271481225712e-06,1.487734853829655e-08,9.182955919707887e-09,1.1177148765161589e-06,5.950873599137888e-07
7.41599762458615e-06,2.579286229271595e-06,1.491468519058468e-08,7.305917386818271e-09,1.058690010203893e-06,5.723375363246981e-07
7.4284425721771186e-06,2.5830339693210818e-06,1.2444947590969563e-08,3.941165570429106e-09,1.298064419536891e-06,3.465206557121761e-07
7.438731780477307e-06,2.5831732030442553e-06,1.0289208300188007e-08,4.784993226797833e-10,1.4300469348030587e-06,4.104931715954871e-07
7.446487022851518e-06,2.584794222926659e-06,7.755242374212037e-09,1.6408061492044444e-09,1.4827118058217718e-06,6.162700071495856e-07
7.452064859118461e-06,2.5864008337810303e-06,5.57783626694137e-09,1.8579557522453213e-09,1.733541894223202e-06,4.4335131367985666e-07
7.5624317995940755e-06,2.597420332091866e-06,1.1036694047561496e-07,1.4525372560111568e-08,2.576398874662285e-06,4.566736071267035e-07
7.528442272549303e-06,2.5892747877080578e-06,-3.3989527044771164e-08,8.260934332890385e-09,2.330257955441722e-06,4.741374895185334e-07
7.503941465832516e-06,2.5800924797315066e-06,-2.4500806716787904e-08,9.184412476905118e-09,2.038247127589841e-06,6.75660609760761e-07
7.484824289842133e-06,2.5792283634043836e-06,-1.9117175990383355e-08,1.1594533268388767e-09,1.837420579814689e-06,5.026997058468737e-07
7.4727478912943e-06,2.5729675410408677e-06,-1.2076398547833378e-08,7.079087408169213e-09,1.776231328048595e-06,2.644985224586781e-07
7.461917779968037e-06,2.567088457647444e-06,-1.0830111326262299e-08,6.126732295641997e-09,1.6756019060336863e-06,4.534165972841886e-07
7.452104796357162e-06,2.561900925371197e-06,-9.812983610875302e-09,5.403180389045548e-09,1.5487314115472286e-06,3.72554278571483e-07
7.4429721763635825e-06,2.558821478231814e-06,-9.132619993579283e-09,3.0848261121481932e-09,1.5661053072245114e-06,3.583893175347468e-07
7.437459359493914e-06,2.5579625052352284e-06,-5.512816869668313e-09,1.103563685162258e-09,1.5651174802622833e-06,3.6789181590547183e-07
7.432286826277353e-06,2.5561319027740266e-06,-5.17253321656123e-09,1.973057311803053e-09,1.4517460956800982e-06,3.949588173986085e-07
7.297884711950549e-06,2.5397728006209177e-06,-1.3440211432680374e-07,1.8356105676711178e-08,8.455376890386437e-08,3.075137348825838e-07
7.335192137247759e-06,2.5501275252090475e-06,3.730742529720952e-08,1.0382810904503787e-08,7.802652262937997e-07,3.754334177546383e-07
7.361951868271414e-06,2.562344556041797e-06,2.6759731023654847e-08,1.4113782177426261e-08,9.409989616409232e-07,5.183562269075977e-07
7.383725071955875e-06,2.5649716321809483e-06,2.177320368446146e-08,3.2814159588832034e-09,1.0094394475045797e-06,5.812613471132481e-07
7.3993545299799734e-06,2.571304835987334e-06,1.5629458024098052e-08,6.389556623278393e-09,9.806187795495027e-07,8.520473426899794e-07
7.41641058255027e-06,2.5776186484767283e-06,1.7056052570297024e-08,6.324263001090758e-09,1.2063174193411906e-06,5.115908833293553e-07
7.427878931783501e-06,2.5806082654441296e-06,1.1468349233230604e-08,3.3787534220277184e-09,1.394976899472196e-06,4.6834925666983284e-07
7.436678771455263e-06,2.5853127422016056e-06,8.799839671761827e-09,4.813093579212317e-09,1.5153406455932573e-06,6.276981947909011e-07
7.44814273900829e-06,2.5851890922283216e-06,1.1463967553027597e-08,3.2023463848421993e-09,1.5990934268271702e-06,5.418703376038398e-07
7.457400575579716e-06,2.588901189572903e-06,9.257836571425653e-09,4.253496179482304e-09,1.5257007860044248e-06,4.632133570190947e-07
7.562375349342195e-06,2.5959934816752887e-06,1.0497477376247902e-07,1.13547442195107e-08,2.7042615390734746e-06,4.4303038410826726e-07
7.527568764468621e-06,2.5840754986512377e-06,-3.4806584873573846e-08,1.1930137758318537e-08,2.5052319635797887e-06,6.357596602799723e-07
7.5064388624923595e-06,2.576915697732013e-06,-2.112990197626156e-08,7.642362804749338e-09,2.283398666455943e-06,3.246436971155208e-07
7.489359423592153e-06,2.5748043554211055e-06,-1.7079438900206676e-08,6.902519001260756e-09,2.0471650457095915e-06,1.7385205752211948e-07
7.473997006475959e-06,2.5665579577656733e-06,-1.536241711619312e-08,9.24673678966156e-09,1.7556353712901304e-06,2.1827217318905868e-07
7.464268302707448e-06,2.5662189050025834e-06,-9.728703768511857e-09,1.6383934600515018e-09,1.919563576150315e-06,4.120786725313574e-07
7.452645334637964e-06,2.564324606119141e-06,-1.1622968069484138e-08,4.033469100228234e-09,1.632592374689169e-06,2.6941603134465785e-07
7.445295674794276e-06,2.559314093347292e-06,-7.349659843688035e-09,5.0656201104040074e-09,1.4462756541974406e-06,1.7314091920237756e-07
7.438788126516253e-06,2.5607226259884427e-06,-6.507548278022458e-09,2.5234361965399235e-09,1.504692920652443e-06,3.272637309698848e-07
7.2382843825380405e-06,2.5402472275328326e-06,0.0,0.0,0.0,0.0
7.318159537324694e-06,2.563296321459584e-06,7.98751547866532e-08,2.3600194509210104e-08,8.746205958170215e-07,5.450895528928183e-07
7.368855288329239e-06,2.5734913774382756e-06,5.069575100454491e-08,1.117296659756569e-08,1.2735795083535397e-06,3.2622961170214086e-07
7.407579905323776e-06,2.583609643546337e-06,3.8724616994537754e-08,1.0157487201502255e-08,1.7030170113504406e-06,3.1984962185064136e-07
7.438565636637879e-06,2.592642044626764e-06,3.0985731314103475e-08,9.033733877856858e-09,1.936774273350622e-06,5.325222548339103e-07
7.4616037011310254e-06,2.600235669383939e-06,2.3038064493145872e-08,9.355165845736118e-09,2.2897999748100733e-06,6.659663603414317e-07
7.477318391124754e-06,2.599751917046056e-06,1.5714689993728544e-08,5.824171157276779e-10,2.1668230474940743e-06,5.699305865019567e-07
7.491351989112141e-06,2.6052258490552957e-06,1.4033597987386873e-08,5.750867354586143e-09,2.313666931270465e-06,5.1343770504632e-07
7.503264361237902e-06,2.611081960317646e-06,1.1912372125760638e-08,6.839691227541721e-09,2.8566571807802277e-06,7.354828968136794e-07
7.516002597185434e-06,2.6093984573159888e-06,1.2738235947532065e-08,7.1478472898467044e-09,2.8777790342365833e-06,6.805425213090912e-07
7.365451599146884e-06,2.566726371151341e-06,-1.505509980385493e-07,4.5686688511815275e-08,1.360310379957341e-06,3.7525376154415706e-07
7.329975521959871e-06,2.5591151047265755e-06,-3.547607718701329e-08,1.0805537170369594e-08,9.624825761687315e-07,1.4641058698092668e-07
7.304588422130109e-06,2.5536536070732935e-06,-2.5387099829762765e-08,5.5067200578046255e-09,4.4695942971037484e-07,1.689467885548884e-07
7.289448040144937e-06,2.546799483056637e-06,-1.514038198517095e-08,7.114979468947314e-09,5.140550057404907e-07,1.4188163186240309e-07
7.2760849908111895e-06,2.5416985945044068e-06,-1.3363049333747767e-08,5.1393137014355195e-09,4.020034881698569e-07,1.3720856328849304e-07
7.263688270124173e-06,2.539846573734396e-06,-1.2396720687017457e-08,6.18412356822968e-09,2.43940562355119e-07,6.011076126515381e-08
7.251425865698972e-06,2.5372099820586486e-06,-1.2262404425200374e-08,2.9196555051083672e-09,2.6294272300215202e-08,3.4737616420101287e-07
7.246255539901843e-06,2.5330554287107483e-06,-5.170325797128801e-09,4.582324999331106e-09,1.2006249665615318e-07,3.0140693141529875e-07
7.242534863394212e-06,2.5329172514585882e-06,-3.7206765076310453e-09,1.065844753297222e-09,2.034941109592113e-07,1.523565047318448e-07
7.236110164399179e-06,2.528172846791779e-06,-6.424698995033396e-09,5.302426374136878e-09,1.5595376882852207e-07,1.550803280205462e-07
7.234352636942277e-06,2.541958561126481e-06,-1.7575274569023255e-09,1.4305252502369632e-08,6.608731258285476e-08,1.3291773021421606e-07
7.3232859184220915e-06,2.5581643325969576e-06,8.893328147981541e-08,1.626011511518814e-08,1.0013071197819867e-06,1.385812067113109e-07
7.382163611661478e-06,2.5747197911270257e-06,5.887769323938604e-08,1.904714738675856e-08,1.344225214971145e-06,1.197112301564472e-07
7.424117375383806e-06,2.5877597815733445e-06,4.195376372232782e-08,1.37186814102026e-08,1.8237556166895203e-06,3.3117915001461314e-07
7.452073788272173e-06,2.5965215287648574e-06,2.7956412888368146e-08,8.995997004974863e-09,2.175302952924828e-06,5.863055528485395e-07
7.472726233951714e-06,2.6020348153180143e-06,2.0652445679539638e-08,7.114528363266406e-09,2.379125522934195e-06,5.835858539790555e-07
7.48876164872551e-06,2.6045676918468083e-06,1.6035414773796785e-08,2.7518896407272367e-09,2.5729709510451845e-06,6.757836496919977e-07
7.504194371676931e-06,2.6063378819558475e-06,1.5432722951420795e-08,2.800854472566054e-09,2.91024516371665e-06,5.949810007391225e-07
7.517928115892876e-06,2.609416104612263e-06,1.3733744215945384e-08,3.869397931831024e-09,2.8669698395697197e-06,6.375803618520402e-07
7.531824100700153e-06,2.6151061270420074e-06,1.3895984807276995e-08,5.6900353878389665e-09,2.881182165223859e-06,7.783030476461047e-07
7.379237748258068e-06,2.5720273871685765e-06,-1.5258635244208536e-07,4.454212374383075e-08,1.4820367654268409e-06,3.4220123314420906e-07
7.3394393164486855e-06,2.560698320543157e-06,-3.9798431809382854e-08,1.2923232409114633e-08,1.2584030797016653e-06,2.826945527160543e-07
7.315123260317098e-06,2.5509509899208216e-06,-2.4316056131586567e-08,9.931869284087736e-09,7.987654545237734e-07,2.0855341291095086e-07
7.2952052742418045e-06,2.549085465709833e-06,-1.9917986075294134e-08,2.400342118735351e-09,4.3251496693945326e-07,2.6394684864850995e-07
7.284159674251593e-06,2.542055477902647e-06,-1.1045599990211768e-08,7.050872655777319e-09,4.3468889252768367e-07,2.7269961535396277e-07
7.272762753511112e-06,2.5402444883518226e-06,-1.1396920740480426e-08,3.539130827383134e-09,3.9728448632293437e-07,1.9709278747015818e-07
7.263849312266756e-06,2.5363727971184083e-06,-8.913441244355716e-09,3.897237505007436e-09,2.233171204976257e-07,4.1438976888816884e-07
7.2579556492276725e-06,2.5359549179411224e-06,-5.893663039083873e-09,6.565196735620234e-10,2.0734051278032813e-07,2.2377285491652896e-07
7.25257012372064e-06,2.533565568419945e-06,-5.3855255070326775e-09,3.573247380820868e-09,4.768742892425339e-08,3.255114232544791e-07
7.243719252869596e-06,2.532050436687752e-06,-8.850870851044116e-09,3.25604425641736e-09,4.302844523071934e-08,3.5138010580884084e-07
7.244184918893855e-06,2.5458411261993117e-06,4.656660242593121e-10,1.5430223947331354e-08,3.433081528336337e-08,3.7815280985842735e-07
7.3317910675996245e-06,2.566428433471755e-06,8.760614870576926e-08,2.1234332513604393e-08,1.1548126881892964e-06,2.2307515495267403e-07
7.393880290843906e-06,2.584460823006123e-06,6.208922324428083e-08,1.877831428503026e-08,1.7268152920451781e-06,3.9121235158493853e-07
7.430799181899299e-06,2.5906710964208125e-06,3.691889105539332e-08,6.2428328896119645e-09,2.0990163490903454e-06,4.5182890891531995e-07
7.460888099330987e-06,2.594776405595062e-06,3.008891743168808e-08,4.294478635140058e-09,2.311940134671873e-06,4.2786437590157907e-07
7.4850961150711255e-06,2.6029928659338442e-06,2.420801574013846e-08,8.871717244909484e-09,2.6684722595793453e-06,4.769188824790483e-07
7.498570918566354e-06,2.6087148602680358e-06,1.3474803495227833e-08,5.907388631334951e-09,2.6517545965897075e-06,3.9923556871880485e-07
7.516099591005816e-06,2.612738643043792e-06,1.7528672439463645e-08,6.146337963620489e-09,2.846849097596053e-06,5.585505092042477e-07
7.526775017178504e-06,2.6114966776786593e-06,1.067542617268676e-08,2.000971091871922e-09,3.0198019951754608e-06,5.1137781981789e-07
7.540223393220913e-06,2.612759966034461e-06,1.3448376042409412e-08,5.039418351736832e-09,3.06497392655386e-06,6.724917933565962e-07
7.386961579906408e-06,2.5714116800556662e-06,-1.5326181331450547e-07,4.564876411969893e-08,1.4315711281464898e-06,3.1862145012275524e-07
7.34839992351984e-06,2.560510009845994e-06,-3.856165638656725e-08,1.1602199343056161e-08,1.217851686369477e-06,1.6360614796556663e-07
7.327770106257958e-06,2.556932982564358e-06,-2.0629817261882028e-08,3.638550179978138e-09,1.1850258290327542e-06,5.291119124000598e-07
7.304800755984313e-06,2.5498227927132735e-06,-2.2969350273645734e-08,7.149313483207917e-09,8.488748755581462e-07,2.1464915242149363e-07
7.290200917016894e-06,2.5435284984297334e-06,-1.4599838967418085e-08,6.360659107775361e-09,6.540989019914976e-07,6.67802896173867e-08
7.279325302533835e-06,2.5395498290153082e-06,-1.0875614483059528e-08,4.346788279111827e-09,5.803120826101953e-07,1.1054434175819274e-07
7.2714279895080836e-06,2.540404135553797e-06,-7.897313025751201e-09,4.371694050519104e-09,5.352660872987072e-07,1.3821175566966311e-07
7.263435193749501e-06,2.535948896784305e-06,-7.99279575858236e-09,5.2854200180404234e-09,4.2711744894753905e-07,8.358613087391588e-08
7.253526400556136e-06,2.5357204991325683e-06,-9.908793193366322e-09,1.404540408235086e-09,2.475375216535478e-07,4.5572000206141667e-08
7.250993258859732e-06,2.5323471203400767e-06,-2.5331416964030534e-09,3.635680651847045e-09,3.334539179447519e-07,7.462123856503462e-08
7.2472697401811575e-06,2.5446617097369588e-06,-3.7235186785743678e-09,1.4253727524654158e-08,3.913521615686816e-07,2.0452426875656578e-07
7.3347497864991356e-06,2.565737207057074e-06,8.74800463179784e-08,2.1085156033280887e-08,1.1932618430589315e-06,3.665799555894097e-07
7.393107509301444e-06,2.579605869366053e-06,5.8357722802308366e-08,1.5311960168502506e-08,1.7393693881966575e-06,4.729231445041914e-07
7.4339496999679495e-06,2.5933012811254957e-06,4.084219066650528e-08,1.3954482608080417e-08,2.2372550569007947e-06,6.600368519475767e-07
7.461506153087309e-06,2.594390122043448e-06,2.7556453119359225e-08,4.9559560849938716e-09,2.5622141495500376e-06,7.944830815276353e-07
7.485113277046669e-06,2.6012965872345455e-06,2.360712395936114e-08,8.987163802934523e-09,2.7153302573517995e-06,7.856257626897799e-07
7.503001972016439e-06,2.6076238609047442e-06,1.7888694969769577e-08,7.459993735209679e-09,2.864086152514774e-06,8.651450138386444e-07
7.516902314819163e-06,2.6107288621236267e-06,1.3900342802723268e-08,3.1073440315017647e-09,3.094900190477382e-06,7.215135425827114e-07
7.5283848749071085e-06,2.6171625351967618e-06,1.1482560087945808e-08,6.754744181896165e-09,3.126860941485718e-06,8.732643586589836e-07
7.5413813741912845e-06,2.6227980798871883e-06,1.29964992841757e-08,8.542496098872782e-09,3.224561030421713e-06,8.638718701818479e-07
7.387156230720393e-06,2.5789840301095282e-06,-1.5422514347089114e-07,4.6679941958891724e-08,1.5132941803886533e-06,2.1686579970133072e-07
7.352744342862631e-06,2.567228671800647e-06,-3.441188785776252e-08,1.2653733904956756e-08,1.2831281787333552e-06,1.2963845988452084e-07
7.328188435925161e-06,2.561502746611878e-06,-2.45559069374689e-08,5.752731385721584e-09,1.233539553690664e-06,2.7243266745490577e-07
7.311290066998784e-06,2.5524319785195112e-06,-1.6898368926377427e-08,9.070787025108289e-09,1.0629476265320896e-06,2.492028015612837e-07
7.296370175898422e-06,2.549688283991669e-06,-1.4919891100362292e-08,7.517476133852848e-09,9.303561740579388e-07,2.2297137128204375e-07
7.282869944447157e-06,2.5441388123844413e-06,-1.3500231451264903e-08,6.155925481050175e-09,5.04908898803479e-07,1.0062225910541956e-07
7.274435934808328e-06,2.54551479385221e-06,-8.434009638828099e-09,1.4370245617045511e-09,3.8120582522359537e-07,1.4768164056064484e-07
7.265814848741077e-06,2.540182508326054e-06,-8.621086067251437e-09,6.204078155660341e-09,4.0120931901098416e-07,1.131929679013709e-07
7.256986999474672e-06,2.5381220710525233e-06,-8.827849266405488e-09,2.319093013304216e-09,1.7823056196640747e-07,3.024109191968232e-07
7.2521712723983e-06,2.5341977429865895e-06,-4.815727076371938e-09,4.681308327392315e-09,1.4191165546226646e-07,1.8178465488372662e-07
7.2537803911624605e-06,2.5480753973365247e-06,1.609118764160181e-09,1.4167876530418412e-08,1.7562633238942665e-07,1.8297205380113476e-07
