VGSmin [V]	VGSmin [V]	IDSmin [A]	IDSmin [A]	IDSmax [A]	IDSmax [A]	Ronoff	Ronoff	Res [ohm]	Res [ohm]	IDS(-0.6V) [A]	IDS(-0.6V) [A]	IDS(+0.6V) [A]	IDS(+0.6V) [A]	VGS min |gm| [V]	VGS min |gm| [V]	min |gm| [S]	min |gm| [S]	VGS min gm [V]	VGS min gm [V]	min gm [S]	min gm [S]	VGS max gm [V]	VGS max gm [V]	max gm [S]	max gm [S]
mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std
0.15000000000000002	0.014142135623730933	4.3226520000000005e-06	1.731612583244301e-06	1.00596615e-05	2.403651817831464e-06	2.4091195233081866	0.40901045544922526	24102.222874840234	9499.381963916077	1.00596615e-05	2.403651817831464e-06	6.147515e-06	2.2419075055960716e-06	0.15000000000000002	0.014142135623730933	8.695000000000431e-08	1.0429825022502898e-08	-0.6	0.0	-5.871099999999992e-05	1.301712873486313e-05	0.6	0.0	7.864750000000005e-06	1.6353965635282578e-06
0.15000000000000002	0.014142135623730933	4.32013e-06	1.7292904445748842e-06	1.0001703499999999e-05	2.3057288423456255e-06	2.400646582549662	0.42722935505618026	24113.005356871352	9507.558862195061	1.0001703499999999e-05	2.3057288423456255e-06	6.14447e-06	2.2425566296212004e-06	0.15000000000000002	0.014142135623730933	9.432500000001202e-08	2.1814244199616907e-08	-0.6	0.0	-5.575917499999992e-05	1.7921868856546446e-05	0.6	0.0	7.842074999999999e-06	1.647240602113093e-06
0.15000000000000002	0.014142135623730933	4.317293e-06	1.7295973289179192e-06	1.00580235e-05	2.396775911491206e-06	2.4120670658619527	0.41116710003108664	24108.992584500607	9516.689946967228	1.00580235e-05	2.396775911491206e-06	6.1417715e-06	2.243439805990902e-06	0.15000000000000002	0.014142135623730933	9.208750000001473e-08	8.255471670331496e-09	-0.6	0.0	-5.837034999999995e-05	1.3485021291974254e-05	0.6	0.0	7.844224999999963e-06	1.6179663813719704e-06
0.15000000000000002	0.014142135623730933	4.31771e-06	1.7309026480359893e-06	1.007211e-05	2.3866126657252112e-06	2.416092208623585	0.41582406786942006	24127.685911476052	9526.86609522266	1.007211e-05	2.3866126657252112e-06	6.136288499999999e-06	2.2415263750410113e-06	0.15000000000000002	0.014142135623730933	5.5225000000000814e-08	1.9622213177919407e-08	-0.6	0.0	-5.8815574999999944e-05	1.3923745694361501e-05	0.6	0.0	7.765324999999987e-06	1.5905306382619232e-06
0.15000000000000002	0.014142135623730933	4.315227e-06	1.7283103945761595e-06	1.00727435e-05	2.3960829468456425e-06	2.4168857680139713	0.4127351466136284	24113.182203478802	9529.063502500201	1.00727435e-05	2.3960829468456425e-06	6.135393e-06	2.2433245475855695e-06	0.15000000000000002	0.014142135623730933	9.288750000000293e-08	2.5756364504744127e-08	-0.6	0.0	-5.884974999999995e-05	1.3425482900998388e-05	0.6	0.0	7.758649999999977e-06	1.5429069965490197e-06
0.15000000000000002	0.014142135623730933	4.3153e-06	1.732746782521324e-06	1.0094433500000001e-05	2.374459621476959e-06	2.4241743819732466	0.42315035783324545	24109.21064197535	9537.412786681069	1.0094433500000001e-05	2.374459621476959e-06	6.1309935e-06	2.243018370349316e-06	0.15000000000000002	0.014142135623730933	2.8450000000004784e-08	3.860803025277432e-08	-0.6	0.0	-5.9646424999999946e-05	1.4514674831399103e-05	0.6	0.0	7.85792499999996e-06	1.598167391498769e-06
0.15000000000000002	0.014142135623730933	4.3141214999999996e-06	1.733710569064081e-06	1.0078676500000001e-05	2.3905774134473246e-06	2.4202999279533266	0.41851444192065346	24126.02062235836	9544.08560319184	1.0078676500000001e-05	2.3905774134473246e-06	6.128485e-06	2.2414973836629837e-06	0.15000000000000002	0.014142135623730933	5.803750000002477e-08	2.4218407255368925e-09	-0.6	0.0	-5.883014999999996e-05	1.392738729428464e-05	0.6	0.0	7.88225e-06	1.6757016500558954e-06
0.15000000000000002	0.014142135623730933	4.3111615e-06	1.7310801318380672e-06	1.01007785e-05	2.3860491016206056e-06	2.4275143791396654	0.42127227427209335	24133.74631947079	9541.654472765525	1.01007785e-05	2.3860491016206056e-06	6.124385e-06	2.2428974550897325e-06	0.15000000000000002	0.014142135623730933	6.871250000000582e-08	3.9898500128439005e-08	-0.6	0.0	-5.972649999999992e-05	1.4452555500671883e-05	0.6	0.0	7.886250000000006e-06	1.7565239551454883e-06
0.15000000000000002	0.014142135623730933	4.3115035e-06	1.7323175687051434e-06	1.0081555e-05	2.4006911617386358e-06	2.4219233336476913	0.41629310499137734	24133.1932974653	9565.199646892292	1.0081555e-05	2.4006911617386358e-06	6.1223035e-06	2.244267120924891e-06	0.15000000000000002	0.014142135623730933	5.738749999999963e-08	1.5856869568110744e-08	-0.6	0.0	-5.871174999999995e-05	1.3838433261211346e-05	0.6	0.0	7.951674999999995e-06	1.7910661214064533e-06
0.12000000000000001	0.02828427124746191	4.3057385000000004e-06	1.7329652785167104e-06	1.00858065e-05	2.3830396551598765e-06	2.4276598847219484	0.4236231794176864	24139.238114957312	9561.471110420074	1.00858065e-05	2.3830396551598765e-06	6.1174020000000006e-06	2.2415779938360397e-06	0.15000000000000002	0.014142135623730933	1.4212499999987965e-08	1.6563976349298852e-08	-0.6	0.0	-5.874064999999996e-05	1.4703790540027403e-05	0.6	0.0	7.874099999999998e-06	1.7004503873974175e-06
0.14	0.028284271247461894	4.302565e-06	1.7207231388140276e-06	1.00890815e-05	2.4076823264842283e-06	2.4271001767438936	0.4110769059522876	24123.997062624476	9569.607110073166	1.00890815e-05	2.4076823264842283e-06	6.112152e-06	2.235977708129041e-06	0.16	0.0	2.2823750000000494e-07	2.696374933359585e-07	-0.6	0.0	-5.867174999999995e-05	1.3498314899460542e-05	0.6	0.0	7.821699999999992e-06	1.6213958492607669e-06
0.15000000000000002	0.014142135623730933	4.305867e-06	1.730870121124055e-06	1.00937785e-05	2.404801573457672e-06	2.428116962315065	0.41755900198681917	24137.919407553083	9575.9787373628	1.00937785e-05	2.404801573457672e-06	6.1077715e-06	2.238627237238147e-06	0.15000000000000002	0.014142135623730933	3.616250000000561e-08	1.730643846954876e-08	-0.6	0.0	-5.877517499999997e-05	1.3711047974580534e-05	0.6	0.0	7.743249999999997e-06	1.6429626060869395e-06
0.15000000000000002	0.014142135623730933	4.30687e-06	1.7332276151325305e-06	1.0106365e-05	2.405244929409477e-06	2.4310531146940697	0.41986952539367045	24143.258473363312	9577.671676309445	1.0106365e-05	2.405244929409477e-06	6.106802e-06	2.237703048675137e-06	0.15000000000000002	0.014142135623730933	4.233749999999034e-08	3.866106326137182e-08	-0.6	0.0	-5.9307574999999925e-05	1.3648681156479915e-05	0.6	0.0	7.865100000000004e-06	1.6450839264305562e-06
0.15000000000000002	0.014142135623730933	4.303273e-06	1.732355045364547e-06	1.0117745e-05	2.3970707750189594e-06	2.4364806599059747	0.42381201218288866	24156.730415433147	9583.2744460994	1.0117745e-05	2.3970707750189594e-06	6.101996500000001e-06	2.237493037961125e-06	0.15000000000000002	0.014142135623730933	5.1637500000003965e-08	2.126623644417336e-08	-0.6	0.0	-5.983457499999994e-05	1.4450540246345493e-05	0.6	0.0	7.777650000000015e-06	1.702713129097249e-06
0.15000000000000002	0.014142135623730933	4.3039334999999995e-06	1.7314308568015356e-06	1.010692e-05	2.390657316513599e-06	2.4334851231150436	0.42350884724758686	24151.343737851712	9606.419096808333	1.010692e-05	2.390657316513599e-06	6.0985985000000004e-06	2.236665723027137e-06	0.15000000000000002	0.014142135623730933	6.004999999998598e-08	4.673975823642307e-08	-0.6	0.0	-5.912674999999993e-05	1.4457858801530733e-05	0.6	0.0	7.847750000000001e-06	1.7688276131381737e-06
0.15000000000000002	0.014142135623730933	4.299982e-06	1.7306367758862634e-06	1.0110188499999999e-05	2.4198346636256983e-06	2.435204019990702	0.4173549959409783	24158.455889310433	9601.182347006163	1.0110188499999999e-05	2.4198346636256983e-06	6.093401500000001e-06	2.233752443088648e-06	0.15000000000000002	0.014142135623730933	3.5412500000007346e-08	5.1795571722040085e-09	-0.6	0.0	-5.948009999999993e-05	1.3090809261462767e-05	0.6	0.0	8.543575000000007e-06	4.0690459723380695e-07
0.15000000000000002	0.014142135623730933	4.3001699999999995e-06	1.7308701211240545e-06	1.0121188499999999e-05	2.4119999204901518e-06	2.4383079644544594	0.420540230103202	24159.570074430216	9610.580539170853	1.0121188499999999e-05	2.4119999204901518e-06	6.076774999999999e-06	2.2155564642883733e-06	0.15000000000000002	0.014142135623730933	1.462499999998633e-08	6.293250352540534e-09	-0.6	0.0	-5.9708499999999945e-05	1.3623826353121159e-05	0.5800000000000001	0.028284271247461808	7.4181125000000155e-06	1.1412173118265457e-06
0.15000000000000002	0.014142135623730933	4.2966915e-06	1.7311791267874333e-06	1.01171915e-05	2.3861155696580374e-06	2.440894288107841	0.42812235242137536	24151.276048931737	9597.755142832993	1.01171915e-05	2.3861155696580374e-06	6.0859035e-06	2.233462529308361e-06	0.15000000000000002	0.014142135623730933	3.324999999999498e-08	2.1920310216763957e-08	-0.6	0.0	-5.944674999999997e-05	1.5160722942030126e-05	0.6	0.0	7.803575000000016e-06	1.6045313525294446e-06
0.15000000000000002	0.014142135623730933	4.2989115e-06	1.7300336138019113e-06	1.0125915e-05	2.4022609387928692e-06	2.440655578979116	0.423399098249444	24154.099962673383	9615.118547040804	1.0125915e-05	2.4022609387928692e-06	6.08458e-06	2.235395052141343e-06	0.15000000000000002	0.014142135623730933	5.653749999998761e-08	6.664481412703813e-09	-0.6	0.0	-5.963467499999995e-05	1.427814761309216e-05	0.6	0.0	7.791249999999987e-06	1.615597573655027e-06
0.15000000000000002	0.014142135623730933	4.291255e-06	1.7325558636904035e-06	1.0120785e-05	2.435622236729251e-06	2.4430032351799387	0.41876265647144634	24192.340515909706	9655.219260704722	1.0120785e-05	2.435622236729251e-06	6.0763015e-06	2.242021349787843e-06	0.15000000000000002	0.014142135623730933	9.162499999999254e-08	5.190163773908181e-08	-0.6	0.0	-5.9527574999999946e-05	1.2863792629362871e-05	0.6	0.0	7.71999999999998e-06	1.5188653659887028e-06
0.15000000000000002	0.014142135623730933	4.294925e-06	1.736722136845155e-06	1.0098486500000001e-05	2.453014942226097e-06	2.434848297329819	0.4134274744276872	24187.063388834664	9659.375800819087	1.0098486500000001e-05	2.453014942226097e-06	6.0728135e-06	2.2389496779303687e-06	0.15000000000000002	0.014142135623730933	3.0487499999988076e-08	3.7600403089575295e-08	-0.6	0.0	-5.8835249999999965e-05	1.2957378211852881e-05	0.6	0.0	7.873575e-06	1.7091831561450675e-06
0.15000000000000002	0.014142135623730933	4.2897165e-06	1.731275293309675e-06	1.01039165e-05	2.4372747452768838e-06	2.4393962457370097	0.4163425964303187	24189.322773187403	9667.299257798939	1.01039165e-05	2.4372747452768838e-06	6.0688815e-06	2.2386838057806424e-06	0.15000000000000002	0.014142135623730933	7.504999999999177e-08	4.589123009899735e-08	-0.6	0.0	-5.895199999999997e-05	1.3773025883951539e-05	0.59	0.014142135623730963	7.686962499999983e-06	1.4834569939208036e-06
0.15000000000000002	0.014142135623730933	4.2933465e-06	1.735768249797334e-06	1.01193785e-05	2.4402983338732375e-06	2.441638781589531	0.41874578273235524	24187.92487422216	9665.778015789698	1.01193785e-05	2.4402983338732375e-06	6.0682015e-06	2.240300251882434e-06	0.15000000000000002	0.014142135623730933	7.474999999999789e-08	7.636753236814209e-08	-0.6	0.0	-5.960274999999992e-05	1.3653878391321657e-05	0.6	0.0	7.772725000000001e-06	1.6342298373392607e-06
0.15000000000000002	0.014142135623730933	4.288935e-06	1.7342147361990667e-06	1.01199815e-05	2.4474217275869106e-06	2.4439787301627094	0.4175773708900563	24203.308035875838	9671.083624528623	1.01199815e-05	2.4474217275869106e-06	6.0632350000000006e-06	2.2371515053858113e-06	0.15000000000000002	0.014142135623730933	7.321249999997503e-08	5.591446872230391e-08	-0.6	0.0	-5.944989999999994e-05	1.3439130061875313e-05	0.6	0.0	7.844750000000005e-06	1.6894195216109056e-06
0.15000000000000002	0.014142135623730933	4.2909479999999995e-06	1.7373825745787825e-06	1.0135414999999999e-05	2.4586314913890613e-06	2.4465942209810243	0.4176323449290277	24199.72537654785	9664.025353832729	1.0135414999999999e-05	2.4586314913890613e-06	6.061793500000001e-06	2.2374223272830066e-06	0.15000000000000002	0.014142135623730933	9.396249999999683e-08	1.1435684418737803e-07	-0.6	0.0	-6.021042499999991e-05	1.2834589119299824e-05	0.6	0.0	7.846999999999991e-06	1.6527206796673415e-06
0.15000000000000002	0.014142135623730933	4.28557e-06	1.734641828694904e-06	1.012536e-05	2.4361384246795173e-06	2.448164973592541	0.4224761098429981	24200.734553470913	9688.845466486418	1.012536e-05	2.4361384246795173e-06	6.0571735e-06	2.2366586519593247e-06	0.15000000000000002	0.014142135623730933	7.924999999998065e-08	9.899494936609415e-08	-0.6	0.0	-5.946842499999995e-05	1.3868379233394545e-05	0.6	0.0	7.748499999999983e-06	1.6468516933834961e-06
0.16	0.0	4.28787e-06	1.7353814623880248e-06	1.01366085e-05	2.429705874291064e-06	2.450005458592492	0.4249168424648646	24204.95076078345	9691.529796872874	1.01366085e-05	2.429705874291064e-06	6.052422e-06	2.233007859648058e-06	0.16	0.0	9.145000000000062e-08	1.2356691001233982e-07	-0.6	0.0	-5.998874999999991e-05	1.4274718145203423e-05	0.6	0.0	7.71367499999997e-06	1.5813382501065443e-06
0.15000000000000002	0.014142135623730933	4.284765e-06	1.7344735372809817e-06	1.01261465e-05	2.425777189014791e-06	2.4493862853658053	0.42537187116006603	24200.383332172343	9692.124095596111	1.01261465e-05	2.425777189014791e-06	6.0479865e-06	2.233575666393351e-06	0.15000000000000002	0.014142135623730933	1.2587500000000326e-07	1.249811235747352e-07	-0.6	0.0	-5.945724999999996e-05	1.4520084198275127e-05	0.6	0.0	7.806674999999976e-06	1.6444828856664938e-06
0.16	0.0	4.2857065e-06	1.7350512435212105e-06	1.01423265e-05	2.430429951634998e-06	2.452756558266908	0.4258873921582835	24200.67490300448	9694.889580617448	1.01423265e-05	2.430429951634998e-06	6.0480135e-06	2.2328926012427245e-06	0.15000000000000002	0.014142135623730933	1.443374999999836e-07	1.7559229143813316e-07	-0.6	0.0	-6.0033324999999934e-05	1.4330685646934353e-05	0.6	0.0	7.882174999999984e-06	1.7451748913074536e-06
0.15000000000000002	0.014142135623730933	4.283375e-06	1.7349642693871248e-06	1.01678315e-05	2.4179353748114317e-06	2.4613764395142663	0.4324778477852442	24223.881607785894	9680.49171031041	1.01678315e-05	2.4179353748114317e-06	6.0456565e-06	2.2360646822631275e-06	0.15000000000000002	0.014142135623730933	7.242499999998432e-08	4.5608387386512524e-08	-0.6	0.0	-6.119407499999996e-05	1.4852176898059428e-05	0.6	0.0	7.878900000000003e-06	1.7860103079209871e-06
0.15000000000000002	0.014142135623730933	4.2835100000000004e-06	1.736884771404828e-06	1.016227e-05	2.4161838713144333e-06	2.460313995718199	0.43354586325762523	24222.196725022826	9709.688113694154	1.016227e-05	2.4161838713144333e-06	6.041406500000001e-06	2.2348866423656705e-06	0.15000000000000002	0.014142135623730933	9.116249999999747e-08	1.0396237450394655e-07	-0.6	0.0	-6.042782499999994e-05	1.4832024354795613e-05	0.6	0.0	7.716475000000005e-06	1.5735600755134872e-06
0.16	0.0	4.2810865e-06	1.7358672447467001e-06	1.014374e-05	2.4349787695583717e-06	2.4560146210529394	0.4270730254449209	24229.395565707135	9725.546408032333	1.014374e-05	2.4349787695583717e-06	6.035093e-06	2.2300450822348866e-06	0.15000000000000002	0.014142135623730933	9.296249999998785e-08	1.2142791199923025e-07	-0.6	0.0	-5.9902424999999965e-05	1.4671652536822444e-05	0.6	0.0	7.78364999999999e-06	1.6878638866922803e-06
0.16	0.0	4.281838e-06	1.7378351229187422e-06	1.0133951499999999e-05	2.4463752095507545e-06	2.4528050413094338	0.4241626004787979	24220.983209277278	9722.478028232363	1.0133951499999999e-05	2.4463752095507545e-06	6.0326684999999995e-06	2.229523944537152e-06	0.16	0.0	1.047499999999959e-07	1.2950660697431984e-07	-0.6	0.0	-5.9599574999999935e-05	1.3851620802680399e-05	0.6	0.0	7.739774999999991e-06	1.658271467899668e-06
0.16	0.0	4.2798935e-06	1.7386673876001988e-06	1.0146970000000001e-05	2.419153719795416e-06	2.4589363198801175	0.43368337734707535	24237.88983180042	9738.397966192713	1.0146970000000001e-05	2.419153719795416e-06	6.0325635e-06	2.2345939001582593e-06	0.16	0.0	1.2366250000000776e-07	9.462856499230197e-08	-0.6	0.0	-6.0087924999999966e-05	1.491419016276948e-05	0.6	0.0	7.81059999999998e-06	1.7652920792322022e-06
0.16	0.0	4.277568e-06	1.737071447595061e-06	1.0152165e-05	2.429060285799841e-06	2.4609653537545473	0.4315097652983802	24236.233659269725	9728.742644358776	1.0152165e-05	2.429060285799841e-06	6.029488500000001e-06	2.231758401965701e-06	0.16	0.0	1.1499999999999466e-07	1.0938941904956397e-07	-0.6	0.0	-5.996482499999993e-05	1.4808689831016407e-05	0.6	0.0	7.908674999999994e-06	1.8115722180608601e-06
0.15000000000000002	0.014142135623730933	4.2743835e-06	1.7335521771450951e-06	1.01710435e-05	2.4307877476662793e-06	2.4671160462075132	0.43189541731722364	24251.936108743736	9736.130739654305	1.01710435e-05	2.4307877476662793e-06	6.0257585e-06	2.2326917829168673e-06	0.15000000000000002	0.014142135623730933	1.24375e-07	1.115460947321805e-07	-0.6	0.0	-6.0904599999999966e-05	1.4749681770126372e-05	0.6	0.0	7.69734999999998e-06	1.6334166645409112e-06
0.16	0.0	4.2748734999999995e-06	1.7342027153837867e-06	1.0158363500000001e-05	2.4317494128886926e-06	2.463633901662976	0.4305837796338988	24230.13245946948	9727.925559241996	1.0158363500000001e-05	2.4317494128886926e-06	6.02161e-06	2.229083417012473e-06	0.16	0.0	9.269999999999998e-08	2.563262081802303e-08	-0.6	0.0	-6.007874999999995e-05	1.4995967062013716e-05	0.6	0.0	7.807824999999975e-06	1.6862021857565142e-06
0.15000000000000002	0.014142135623730933	4.27298e-06	1.7366302129636e-06	1.016009e-05	2.4023811469456717e-06	2.4672723316846508	0.4405259392431142	24250.351130794774	9752.443674884262	1.016009e-05	2.4023811469456717e-06	6.01935e-06	2.231689812607926e-06	0.15000000000000002	0.014142135623730933	1.657749999999891e-07	1.5680092872811334e-07	-0.6	0.0	-6.0183074999999934e-05	1.627063310111966e-05	0.6	0.0	7.731675000000021e-06	1.6522610602595506e-06
0.16999999999999998	0.014142135623730954	4.272465e-06	1.734525863182789e-06	1.0164669999999999e-05	2.427822848932762e-06	2.467072066477251	0.4333277058344161	24253.552896224646	9740.234263254442	1.0164669999999999e-05	2.427822848932762e-06	6.02019e-06	2.2348633078418906e-06	0.16	0.0	1.1121250000000417e-07	6.758173061191231e-08	-0.6	0.0	-6.0789174999999955e-05	1.5654177409281187e-05	0.6	0.0	7.925075000000005e-06	1.8989706162155058e-06
0.15000000000000002	0.014142135623730933	4.2690999999999995e-06	1.7348058774681387e-06	1.0158556499999999e-05	2.4468913975010207e-06	2.466768518095278	0.4292410873589367	24255.28106470565	9755.72234861991	1.0158556499999999e-05	2.4468913975010207e-06	6.01555e-06	2.2316954694621756e-06	0.16	0.0	1.476250000000069e-07	1.01293046404977e-07	-0.6	0.0	-5.9833899999999915e-05	1.463979737633004e-05	0.6	0.0	7.729824999999982e-06	1.6937682283151646e-06
0.16	0.0	4.265863e-06	1.7300781615291256e-06	1.01839765e-05	2.430359240956879e-06	2.4753660311914722	0.43419525460581193	24257.9784520943	9758.318464335176	1.01839765e-05	2.430359240956879e-06	6.011708000000001e-06	2.2305047016426575e-06	0.16	0.0	1.410374999999967e-07	9.222440193625285e-08	-0.6	0.0	-6.127557499999995e-05	1.5139969358002335e-05	0.59	0.014142135623730963	7.678200000000007e-06	1.5149055680140616e-06
0.15000000000000002	0.014142135623730933	4.267387e-06	1.7347026398780863e-06	1.0182985e-05	2.4415619336912173e-06	2.4743839196988686	0.4336982757557013	24260.480073113846	9761.783854647954	1.0182985e-05	2.4415619336912173e-06	6.008262e-06	2.2293874729283825e-06	0.15000000000000002	0.014142135623730933	1.47887499999988e-07	7.606701198613115e-08	-0.6	0.0	-6.111724999999998e-05	1.4298759775763741e-05	0.6	0.0	7.847999999999976e-06	1.825042602242484e-06
0.16	0.0	4.2645035e-06	1.7347358738968017e-06	1.0195641500000001e-05	2.429701631650377e-06	2.4801313277804504	0.4391299373129089	24270.351254342702	9761.149884934288	1.0195641500000001e-05	2.429701631650377e-06	6.0018585e-06	2.2249942184968702e-06	0.16	0.0	1.2636249999999332e-07	8.455229336038833e-08	-0.6	0.0	-6.163024999999997e-05	1.5349520452606933e-05	0.6	0.0	7.649174999999967e-06	1.597106731326975e-06
0.16	0.0	4.2665185e-06	1.7360199798114363e-06	1.0186765e-05	2.4719533831466157e-06	2.474581042916019	0.4275075214178054	24268.627276278818	9770.322707270083	1.0186765e-05	2.4719533831466157e-06	6.0011634999999996e-06	2.2270561418708103e-06	0.16	0.0	1.4462500000000036e-07	3.977475644175622e-08	-0.6	0.0	-6.132207499999995e-05	1.3466247606933783e-05	0.6	0.0	7.644599999999995e-06	1.4838635803200054e-06
0.16	0.0	4.264155e-06	1.7346432429084664e-06	1.01743815e-05	2.4373242427515677e-06	2.47451123690738	0.435038115136736	24288.763060392514	9762.475784488117	1.01743815e-05	2.4373242427515677e-06	5.99901e-06	2.228838758066182e-06	0.16	0.0	1.0787500000000445e-07	5.872521817755894e-08	-0.6	0.0	-6.0240149999999935e-05	1.5257455149696412e-05	0.6	0.0	7.694000000000003e-06	1.5304619172001524e-06
0.16	0.0	4.2631265e-06	1.7351601379655134e-06	1.01948415e-05	2.4313562615183526e-06	2.480824103639743	0.439412443525041	24277.40839464771	9797.295680334231	1.01948415e-05	2.4313562615183526e-06	5.993155000000001e-06	2.2232540287083707e-06	0.16	0.0	9.067500000000063e-08	2.5809397513322474e-08	-0.6	0.0	-6.105957499999992e-05	1.545887451631749e-05	0.6	0.0	7.690499999999992e-06	1.5798886812050944e-06
0.16	0.0	4.26112e-06	1.7324639398088492e-06	1.021895e-05	2.4424599593033242e-06	2.487234076507952	0.43804994651886525	24282.199787764323	9782.354900032518	1.021895e-05	2.4424599593033242e-06	5.990835e-06	2.219568588164826e-06	0.16	0.0	1.0575000000000487e-07	6.611448404096737e-09	-0.6	0.0	-6.240867499999991e-05	1.4451388774482945e-05	0.6	0.0	7.806574999999992e-06	1.764125353043266e-06
0.15000000000000002	0.014142135623730933	4.260125e-06	1.7319562371399574e-06	1.0171566500000001e-05	2.4251407929117234e-06	2.4765721565427326	0.43758664366412164	24268.715681450667	9769.139229481254	1.0171566500000001e-05	2.4251407929117234e-06	5.987517e-06	2.2220547756074783e-06	0.16	0.0	1.598249999999998e-07	7.449369939798167e-08	-0.6	0.0	-5.9984899999999955e-05	1.549468947478457e-05	0.6	0.0	7.728349999999988e-06	1.654629867976554e-06
0.16	0.0	4.2597065e-06	1.733594603551967e-06	1.0181995e-05	2.4189769431001197e-06	2.480140317923957	0.44148133870362	24292.222951146454	9802.98025721831	1.0181995e-05	2.4189769431001197e-06	5.9843815e-06	2.2179090085493814e-06	0.16	0.0	7.928750000000021e-08	7.601397897855906e-10	-0.6	0.0	-6.066824999999993e-05	1.6081375971135054e-05	0.6	0.0	7.708574999999998e-06	1.6582714678996375e-06
0.16	0.0	4.255453e-06	1.731633796447736e-06	1.01839115e-05	2.4310592766702546e-06	2.482437777131043	0.43887545598281874	24286.60523888498	9784.661200210452	1.01839115e-05	2.4310592766702546e-06	5.98142e-06	2.2182081147178225e-06	0.16	0.0	1.1021249999999519e-07	4.014598750188121e-08	-0.6	0.0	-6.0943574999999914e-05	1.5005619069576924e-05	0.6	0.0	7.760999999999989e-06	1.7300781615290996e-06
0.16	0.0	4.256075e-06	1.7296284416162909e-06	1.01827765e-05	2.4368646233437963e-06	2.4810635715767972	0.4357191768268954	24291.330731129376	9799.885567495481	1.01827765e-05	2.4368646233437963e-06	5.981155e-06	2.2197807201991818e-06	0.16	0.0	1.0969999999999661e-07	2.598617420860269e-08	-0.6	0.0	-6.057364999999995e-05	1.480985655720538e-05	0.6	0.0	7.758250000000008e-06	1.6894195216109037e-06
0.16	0.0	4.25552e-06	1.7305830357708927e-06	1.01559285e-05	2.475724383610685e-06	2.47270371967364	0.4238012572245228	24275.988604816142	9776.001473933413	1.01559285e-05	2.475724383610685e-06	5.9727815e-06	2.215943251697683e-06	0.16	0.0	1.1387499999999052e-07	4.0128309832335896e-08	-0.6	0.0	-6.007549999999994e-05	1.4607411885751664e-05	0.6	0.0	7.718250000000005e-06	1.6901266283920799e-06
0.16	0.0	4.254038500000001e-06	1.7309146688512699e-06	1.0191594999999999e-05	2.4531443427670535e-06	2.4840542089817603	0.4340678923759653	24287.73451901526	9799.87153077369	1.0191594999999999e-05	2.4531443427670535e-06	5.974205e-06	2.2187624864342737e-06	0.16	0.0	1.1172500000000273e-07	2.1389980130884863e-08	-0.6	0.0	-6.090924999999992e-05	1.4004603354790166e-05	0.6	0.0	7.661899999999985e-06	1.5069859720647697e-06
0.16	0.0	4.2535384999999995e-06	1.733870375196629e-06	1.0198764999999999e-05	2.4551242417543753e-06	2.486667097179674	0.436444661549826	24315.34115706882	9828.187561592878	1.0198764999999999e-05	2.4551242417543753e-06	5.9693485e-06	2.2183233731231565e-06	0.16	0.0	7.866249999999715e-08	4.619175048101787e-08	-0.6	0.0	-6.084899999999992e-05	1.473964085383358e-05	0.6	0.0	7.737499999999997e-06	1.67160043072499e-06
0.16	0.0	4.25601e-06	1.7385167738558062e-06	1.01842565e-05	2.4401880252153726e-06	2.4829627963511536	0.44090226411616223	24292.036354094904	9824.860027654493	1.01842565e-05	2.4401880252153726e-06	5.96783e-06	2.217585860750379e-06	0.16	0.0	8.683750000000662e-08	3.6999362325582176e-08	-0.6	0.0	-6.0167649999999905e-05	1.528008256669447e-05	0.6	0.0	7.634675000000012e-06	1.5016473158668213e-06
0.16999999999999998	0.014142135623730954	4.2520914999999996e-06	1.7323005981423949e-06	1.0191268499999999e-05	2.4519655957628152e-06	2.4855735614573113	0.435972502350104	24316.62855517288	9838.023499827093	1.0191268499999999e-05	2.4519655957628152e-06	5.97053e-06	2.2237801161535735e-06	0.16	0.0	7.128749999998945e-08	6.12177695812386e-08	-0.6	0.0	-6.046599999999993e-05	1.4822372347232386e-05	0.6	0.0	7.656424999999988e-06	1.6236232356214991e-06
0.16999999999999998	0.014142135623730954	4.25257e-06	1.7396099609395204e-06	1.021394e-05	2.4814215429467047e-06	2.49089183596465	0.435444615025815	24295.712052412688	9872.445337330686	1.021394e-05	2.4814215429467047e-06	5.9731535e-06	2.2338542664651382e-06	0.16999999999999998	0.014142135623730954	8.374999999999729e-08	6.848329175789718e-08	-0.6	0.0	-6.120867499999995e-05	1.4253398875750582e-05	0.6	0.0	7.789999999999985e-06	1.7394826817189156e-06
0.16999999999999998	0.014142135623730954	4.25589e-06	1.744357475868407e-06	1.025021e-05	2.4800921821980723e-06	2.4989549942319664	0.44150075397840327	24298.349125126813	9869.546020157017	1.025021e-05	2.4800921821980723e-06	5.9755420000000005e-06	2.2369817997583267e-06	0.16999999999999998	0.014142135623730954	7.800000000000164e-08	7.304413049655325e-08	-0.6	0.0	-6.204099999999998e-05	1.5388057772181623e-05	0.59	0.014142135623730963	7.630250000000014e-06	1.5368965889089665e-06
