Time,Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A)
2.73,1.82509e-05,1.78933e-05,1.78576e-05,1.77622e-05,1.75595e-05
2.74,1.81317e-05,1.7941e-05,1.77979e-05,1.77026e-05,1.75953e-05
2.75,1.80602e-05,1.80244e-05,1.79172e-05,1.76787e-05,1.75476e-05
2.76,1.81556e-05,1.79768e-05,1.78695e-05,1.77622e-05,1.75238e-05
2.77,1.82509e-05,1.79648e-05,1.78218e-05,1.77383e-05,1.75595e-05
2.78,1.82033e-05,1.79768e-05,1.77741e-05,1.76907e-05,1.76191e-05
2.79,1.81913e-05,1.80006e-05,1.78456e-05,1.76668e-05,1.76191e-05
2.8,1.81317e-05,1.79529e-05,1.78576e-05,1.77264e-05,1.76191e-05
2.81,1.81556e-05,1.79529e-05,1.77622e-05,1.77741e-05,1.76191e-05
2.82,1.81913e-05,1.79887e-05,1.79291e-05,1.77264e-05,1.76549e-05
2.83,1.82152e-05,1.80244e-05,1.77979e-05,1.76311e-05,1.75953e-05
2.84,1.82271e-05,1.80006e-05,1.79052e-05,1.7786e-05,1.74999e-05
2.85,1.81913e-05,1.80364e-05,1.78337e-05,1.77622e-05,1.75595e-05
2.86,1.81317e-05,1.80125e-05,1.78456e-05,1.77383e-05,1.76668e-05
2.87,1.8096e-05,1.79768e-05,1.78576e-05,1.77264e-05,1.76191e-05
2.88,1.82629e-05,1.7941e-05,1.78814e-05,1.77979e-05,1.75715e-05
2.89,1.82629e-05,1.80125e-05,1.78814e-05,1.78218e-05,1.75834e-05
2.9,1.82509e-05,1.80364e-05,1.77741e-05,1.77503e-05,1.76787e-05
2.91,1.81198e-05,1.79529e-05,1.78456e-05,1.78456e-05,1.75715e-05
2.92,1.81794e-05,1.79768e-05,1.79529e-05,1.78933e-05,1.75834e-05
2.93,1.81317e-05,1.79887e-05,1.77979e-05,1.78218e-05,1.74999e-05
2.94,1.82748e-05,1.80006e-05,1.78576e-05,1.77979e-05,1.76787e-05
2.95,1.82509e-05,1.78576e-05,1.78099e-05,1.77622e-05,1.76191e-05
2.96,1.81675e-05,1.80006e-05,1.78695e-05,1.78218e-05,1.75595e-05
2.97,1.82271e-05,1.80125e-05,1.78576e-05,1.78218e-05,1.75238e-05
2.98,1.8239e-05,1.79768e-05,1.77979e-05,1.77503e-05,1.76072e-05
2.99,1.82509e-05,1.79768e-05,1.77503e-05,1.76787e-05,1.75953e-05
3.0,1.83105e-05,1.79768e-05,1.79052e-05,1.78456e-05,1.75953e-05
3.01,1.82509e-05,1.79529e-05,1.79052e-05,1.78099e-05,1.76191e-05
3.02,1.81556e-05,1.78337e-05,1.78576e-05,1.76787e-05,1.76191e-05
3.03,1.8239e-05,1.80364e-05,1.78576e-05,1.77026e-05,1.76072e-05
3.04,1.82271e-05,1.80006e-05,1.7941e-05,1.78099e-05,1.75834e-05
3.05,1.82867e-05,1.79529e-05,1.79529e-05,1.77979e-05,1.75238e-05
3.06,1.82271e-05,1.79291e-05,1.78337e-05,1.77979e-05,1.76191e-05
3.07,1.82509e-05,1.80006e-05,1.78337e-05,1.77264e-05,1.76191e-05
3.08,1.81437e-05,1.80125e-05,1.78695e-05,1.77264e-05,1.75118e-05
3.09,1.81317e-05,1.79529e-05,1.79172e-05,1.78337e-05,1.74522e-05
3.1,1.81317e-05,1.80006e-05,1.78933e-05,1.77741e-05,1.76787e-05
3.11,1.82748e-05,1.80244e-05,1.7941e-05,1.77026e-05,1.76072e-05
3.12,1.8239e-05,1.79768e-05,1.78695e-05,1.77145e-05,1.75476e-05
