Time,Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A)
0.542,2.68221e-05,2.60115e-05,2.5022e-05,2.45094e-05,2.39968e-05
0.544,2.71678e-05,2.5928e-05,2.48551e-05,2.4426e-05,2.39968e-05
0.546,2.70844e-05,2.57134e-05,2.51055e-05,2.4724e-05,2.39968e-05
0.548,2.69532e-05,2.57969e-05,2.5022e-05,2.45452e-05,2.37346e-05
0.55,2.72155e-05,2.57134e-05,2.51532e-05,2.45452e-05,2.40803e-05
0.552,2.72512e-05,2.5928e-05,2.48909e-05,2.4426e-05,2.42114e-05
0.554,2.70844e-05,2.57134e-05,2.49386e-05,2.43783e-05,2.36034e-05
0.556,2.70844e-05,2.52366e-05,2.51055e-05,2.44617e-05,2.40803e-05
0.558,2.69055e-05,2.58803e-05,2.50697e-05,2.44617e-05,2.41637e-05
0.56,2.70844e-05,2.57492e-05,2.51889e-05,2.37823e-05,2.39968e-05
0.562,2.67863e-05,2.56181e-05,2.49386e-05,2.44617e-05,2.39491e-05
0.564,2.70009e-05,2.57492e-05,2.49386e-05,2.44617e-05,2.44617e-05
0.566,2.70367e-05,2.56658e-05,2.51532e-05,2.4426e-05,2.39015e-05
0.568,2.70844e-05,2.57134e-05,2.44617e-05,2.42949e-05,2.42472e-05
0.57,2.71678e-05,2.56658e-05,2.50697e-05,2.48551e-05,2.40803e-05
0.572,2.71678e-05,2.58327e-05,2.49743e-05,2.43306e-05,2.38657e-05
0.574,2.72512e-05,2.55346e-05,2.51055e-05,2.46763e-05,2.40326e-05
0.576,2.73824e-05,2.57969e-05,2.49743e-05,2.45929e-05,2.39015e-05
0.578,2.71201e-05,2.54989e-05,2.50697e-05,2.42949e-05,2.39491e-05
0.58,2.70367e-05,2.58327e-05,2.52843e-05,2.46406e-05,2.40803e-05
0.582,2.72512e-05,2.57969e-05,2.50697e-05,2.42472e-05,2.39968e-05
0.584,2.68221e-05,2.56658e-05,2.51055e-05,2.45929e-05,2.39968e-05
0.586,2.71678e-05,2.56181e-05,2.49743e-05,2.43783e-05,2.41637e-05
0.588,2.71678e-05,2.5928e-05,2.50697e-05,2.43783e-05,2.40326e-05
